Reservoir,Site,Date,Time,Depth_m,Filter,Fe_mgL,Mn_mgL,count_Fe_mgL,count_Mn_mgL
FCR,50,2018-07-23,NA      ,8,T,2.974,1.16,1,1
FCR,50,2018-07-23,NA      ,9,S,0.285,1.038,1,1
FCR,50,2018-07-23,NA      ,9,T,3.012,1.175,1,1
FCR,50,2018-07-23,NA      ,9.5,S,0.495,1.006,1,1
FCR,50,2018-07-23,NA      ,9.5,T,2.968,1.135,1,1
FCR,50,2018-07-30,NA      ,0.1,S,0.392,0.003,1,1
FCR,50,2018-07-30,NA      ,0.1,T,0.716,0.027,1,1
FCR,50,2018-07-30,NA      ,1.6,S,0.366,0.003,1,1
FCR,50,2018-07-30,NA      ,1.6,T,0.74,0.026,1,1
FCR,50,2018-07-30,NA      ,3.8,S,0.094,0.024,1,1
FCR,50,2018-07-30,NA      ,3.8,T,0.512,0.065,1,1
FCR,50,2018-07-30,NA      ,5,S,0.337,0.715,1,1
FCR,50,2018-07-30,NA      ,5,T,2.405,0.848,1,1
FCR,50,2018-07-30,NA      ,6.2,S,0.215,0.945,1,1
FCR,50,2018-07-30,NA      ,6.2,T,3.004,1.134,1,1
FCR,50,2018-07-30,NA      ,8,S,0.381,1.012,1,1
FCR,50,2018-07-30,NA      ,8,T,3.288,1.208,1,1
FCR,50,2018-07-30,NA      ,9,S,0.225,1.112,1,1
FCR,50,2018-07-30,NA      ,9,T,3.521,1.311,1,1
FCR,50,2018-07-30,NA      ,9.5,S,0.366,1.108,1,1
FCR,50,2018-07-30,NA      ,9.5,T,3.791,1.369,1,1
FCR,50,2018-08-06,NA      ,0.1,S,0.416,0.015,1,1
FCR,50,2018-08-06,NA      ,0.1,T,0.632,0.023,1,1
FCR,50,2018-08-06,NA      ,1.6,S,0.423,0.01,1,1
FCR,50,2018-08-06,NA      ,1.6,T,0.647,0.021,1,1
FCR,50,2018-08-06,NA      ,3.8,S,0.255,0.047,1,1
FCR,50,2018-08-06,NA      ,3.8,T,0.768,0.066,1,1
FCR,50,2018-08-06,NA      ,5,S,0.401,1.466,1,1
FCR,50,2018-08-06,NA      ,5,T,3.837,1.446,1,1
FCR,50,2018-08-06,NA      ,6.2,S,0.393,0.97,1,1
FCR,50,2018-08-06,NA      ,6.2,T,2.916,1.059,1,1
FCR,50,2018-08-06,NA      ,8,S,0.505,1.463,1,1
FCR,50,2018-08-06,NA      ,8,T,4.773,1.558,1,1
FCR,50,2018-08-06,NA      ,9,S,3.987,2.582,1,1
FCR,50,2018-08-06,NA      ,9,T,8.27,2.496,1,1
FCR,50,2018-08-13,NA      ,0.1,S,0.175,0.006,1,1
FCR,50,2018-08-13,NA      ,0.1,T,0.376,0.017,1,1
FCR,50,2018-08-13,NA      ,1.6,S,0.172,0.002,1,1
FCR,50,2018-08-13,NA      ,1.6,T,0.395,0.015,1,1
FCR,50,2018-08-13,NA      ,3.8,S,0.037,0.665,1,1
FCR,50,2018-08-13,NA      ,3.8,T,2.129,0.681,1,1
FCR,50,2018-08-13,NA      ,5,S,0.067,1.099,1,1
FCR,50,2018-08-13,NA      ,5,T,3.43,1.139,1,1
FCR,50,2018-08-13,NA      ,6.2,S,0.095,1.47,1,1
FCR,50,2018-08-13,NA      ,6.2,T,4.956,1.526,1,1
FCR,50,2018-08-13,NA      ,8,S,0.166,1.511,1,1
FCR,50,2018-08-13,NA      ,8,T,5.105,1.513,1,1
FCR,50,2018-08-13,NA      ,9,S,0.155,1.499,1,1
FCR,50,2018-08-13,NA      ,9,T,5.212,1.516,1,1
FCR,50,2018-08-13,NA      ,9.5,S,0.117,1.433,1,1
FCR,50,2018-08-13,NA      ,9.5,T,4.828,1.473,1,1
FCR,50,2018-08-20,NA      ,0.1,S,0.108,0.012,1,1
FCR,50,2018-08-20,NA      ,0.1,T,0.349,0.026,1,1
FCR,50,2018-08-20,NA      ,1.6,S,0.126,0.003,1,1
FCR,50,2018-08-20,NA      ,1.6,T,0.307,0.022,1,1
FCR,50,2018-08-20,NA      ,3.8,S,0.042,0.093,1,1
FCR,50,2018-08-20,NA      ,3.8,T,0.438,0.14,1,1
FCR,50,2018-08-20,NA      ,5,S,0.073,1.044,1,1
FCR,50,2018-08-20,NA      ,5,T,2.522,1.105,1,1
FCR,50,2018-08-20,NA      ,6.2,S,0.345,1.482,1,1
FCR,50,2018-08-20,NA      ,6.2,T,4.663,1.498,1,1
FCR,50,2018-08-20,NA      ,8,S,3.353,1.763,1,1
FCR,50,2018-08-20,NA      ,8,T,7.24,1.749,1,1
FCR,50,2018-08-20,NA      ,9,S,10.006,1.985,1,1
FCR,50,2018-08-20,NA      ,9,T,12.066,1.942,1,1
FCR,50,2018-08-27,NA      ,0.1,S,0.15,0.004,1,1
FCR,50,2018-08-27,NA      ,0.1,T,0.445,0.025,1,1
FCR,50,2018-08-27,NA      ,1.6,S,0.14,0.001,1,1
FCR,50,2018-08-27,NA      ,1.6,T,0.357,0.024,1,1
FCR,50,2018-08-27,NA      ,3.8,S,0.119,0.383,1,1
FCR,50,2018-08-27,NA      ,3.8,T,0.745,0.41,1,1
FCR,50,2018-08-27,NA      ,5,S,0.534,0.786,1,1
FCR,50,2018-08-27,NA      ,5,T,2.171,0.793,1,1
FCR,50,2018-08-27,NA      ,6.2,S,1.096,1.077,1,1
FCR,50,2018-08-27,NA      ,6.2,T,3.51,1.185,1,1
FCR,50,2018-08-27,NA      ,8,S,13.661,1.83,1,1
FCR,50,2018-08-27,NA      ,8,T,14.509,1.861,1,1
FCR,50,2018-08-27,NA      ,9,S,30.136,2.636,1,1
FCR,50,2018-08-27,NA      ,9,T,30.865,2.651,1,1
FCR,50,2018-08-27,NA      ,9.8,S,28.391,2.524,1,1
FCR,50,2018-08-27,NA      ,9.8,T,28.965,2.544,1,1
FCR,50,2018-09-03,NA      ,0.1,S,0.169,0.007,1,1
FCR,50,2018-09-03,NA      ,0.1,T,0.408,0.041,1,1
FCR,50,2018-09-03,NA      ,1.6,S,0.163,0.009,1,1
FCR,50,2018-09-03,NA      ,1.6,T,0.404,0.044,1,1
FCR,50,2018-09-03,NA      ,3.8,S,0.107,0.151,1,1
FCR,50,2018-09-03,NA      ,3.8,T,0.473,0.186,1,1
FCR,50,2018-09-03,NA      ,5,S,1.647,0.853,1,1
FCR,50,2018-09-03,NA      ,5,T,2.896,0.858,1,1
FCR,50,2018-09-03,NA      ,6.2,S,5.03,1.085,1,1
FCR,50,2018-09-03,NA      ,6.2,T,6.331,1.103,1,1
FCR,50,2018-09-03,NA      ,8,S,7.753,1.581,1,1
FCR,50,2018-09-03,NA      ,8,T,9.48,1.528,1,1
FCR,50,2018-09-03,NA      ,9,S,10.09,1.535,1,1
FCR,50,2018-09-03,NA      ,9,T,11.109,1.53,1,1
FCR,50,2018-09-03,NA      ,9.5,S,15.956,1.826,1,1
FCR,50,2018-09-03,NA      ,9.5,T,16.18,1.808,1,1
FCR,50,2018-09-10,NA      ,0.1,S,0.126,0.004,1,1
FCR,50,2018-09-10,NA      ,0.1,T,0.473,0.027,1,1
FCR,50,2018-09-10,NA      ,1.6,S,0.128,0.001,1,1
FCR,50,2018-09-10,NA      ,1.6,T,0.414,0.021,1,1
FCR,50,2018-09-10,NA      ,3.8,S,0.198,0.415,1,1
FCR,50,2018-09-10,NA      ,3.8,T,0.74,0.462,1,1
FCR,50,2018-09-10,NA      ,5,S,1.63,0.671,1,1
FCR,50,2018-09-10,NA      ,5,T,2.388,0.672,1,1
FCR,50,2018-09-10,NA      ,6.2,S,1.277,1.265,1,1
FCR,50,2018-09-10,NA      ,6.2,T,4.516,1.289,1,1
FCR,50,2018-09-10,NA      ,8,S,0.543,1.608,1,1
FCR,50,2018-09-10,NA      ,8,T,5.687,1.635,1,1
FCR,50,2018-09-10,NA      ,9,S,0.559,1.604,1,1
FCR,50,2018-09-10,NA      ,9,T,5.8,1.625,1,1
FCR,50,2018-09-10,NA      ,9.5,S,0.774,1.6,1,1
FCR,50,2018-09-10,NA      ,9.5,T,5.519,1.61,1,1
FCR,50,2018-09-17,NA      ,0.1,S,0.193,0.006,1,1
FCR,50,2018-09-17,NA      ,0.1,T,0.555,0.033,1,1
FCR,50,2018-09-17,NA      ,1.6,S,NA,NA,1,1
FCR,50,2018-09-17,NA      ,1.6,T,0.25,0.006,1,1
FCR,50,2018-09-17,NA      ,3.8,S,0.381,0.07,1,1
FCR,50,2018-09-17,NA      ,3.8,T,1.007,0.139,1,1
FCR,50,2018-09-17,NA      ,5,S,0.668,0.753,1,1
FCR,50,2018-09-17,NA      ,5,T,1.596,0.78,1,1
FCR,50,2018-09-17,NA      ,6.2,S,NA,NA,1,1
FCR,50,2018-09-17,NA      ,6.2,T,3.592,1.045,1,1
FCR,50,2018-09-17,NA      ,8,S,7.879,1.324,1,1
FCR,50,2018-09-17,NA      ,8,T,8.792,1.374,1,1
FCR,50,2018-09-17,NA      ,9,S,8.684,1.498,1,1
FCR,50,2018-09-17,NA      ,9,T,8.961,1.517,1,1
FCR,50,2018-09-24,NA      ,0.1,S,0.2,0.006,1,1
FCR,50,2018-09-24,NA      ,0.1,T,0.448,0.013,1,1
FCR,50,2018-09-24,NA      ,1.6,S,0.221,0.005,1,1
FCR,50,2018-09-24,NA      ,1.6,T,0.432,0.012,1,1
FCR,50,2018-09-24,NA      ,3.8,S,0.3,0.022,1,1
FCR,50,2018-09-24,NA      ,3.8,T,0.636,0.047,1,1
FCR,50,2018-09-24,NA      ,5,S,1.949,0.741,1,1
FCR,50,2018-09-24,NA      ,5,T,2.223,0.675,1,1
FCR,50,2018-09-24,NA      ,6.2,S,6.238,1.304,1,1
FCR,50,2018-09-24,NA      ,6.2,T,6.351,1.298,1,1
FCR,50,2018-09-24,NA      ,8,S,12.113,1.436,1,1
FCR,50,2018-09-24,NA      ,8,T,12.191,1.455,1,1
FCR,50,2018-09-24,NA      ,9,S,11.441,1.33,1,1
FCR,50,2018-09-24,NA      ,9,T,11.146,1.298,1,1
FCR,50,2018-09-24,NA      ,9.5,S,20.661,1.562,1,1
FCR,50,2018-09-24,NA      ,9.5,T,20.827,1.56,1,1
FCR,50,2018-10-01,NA      ,0.1,S,0.343,0.013,1,1
FCR,50,2018-10-01,NA      ,0.1,T,0.607,0.026,1,1
FCR,50,2018-10-01,NA      ,1.6,S,0.336,0.01,1,1
FCR,50,2018-10-01,NA      ,1.6,T,0.586,0.025,1,1
FCR,50,2018-10-01,NA      ,3.8,S,0.323,0.133,1,1
FCR,50,2018-10-01,NA      ,3.8,T,0.996,0.189,1,1
FCR,50,2018-10-01,NA      ,5,S,2.518,0.929,1,1
FCR,50,2018-10-01,NA      ,5,T,2.815,0.76,1,1
FCR,50,2018-10-01,NA      ,6.2,S,6.516,1.152,1,1
FCR,50,2018-10-01,NA      ,6.2,T,7.47,1.212,1,1
FCR,50,2018-10-01,NA      ,8,S,10.22,1.259,1,1
FCR,50,2018-10-01,NA      ,8,T,13.233,1.45,1,1
FCR,50,2018-10-01,NA      ,9,S,15.925,1.417,1,1
FCR,50,2018-10-01,NA      ,9,T,16.756,1.43,1,1
FCR,50,2018-10-01,NA      ,9.5,S,17.663,1.506,1,1
FCR,50,2018-10-01,NA      ,9.5,T,17.394,1.48,1,1
FCR,50,2018-10-08,NA      ,0.1,S,0.251,0.006,1,1
FCR,50,2018-10-08,NA      ,0.1,T,0.435,0.015,1,1
FCR,50,2018-10-08,NA      ,1.6,S,0.275,0.008,1,1
FCR,50,2018-10-08,NA      ,1.6,T,0.531,0.016,1,1
FCR,50,2018-10-08,NA      ,3.8,S,0.432,0.146,1,1
FCR,50,2018-10-08,NA      ,3.8,T,0.958,0.156,1,1
FCR,50,2018-10-08,NA      ,5,S,3.34,0.959,1,1
FCR,50,2018-10-08,NA      ,5,T,4.562,0.965,1,1
FCR,50,2018-10-08,NA      ,6.2,S,10.701,1.37,1,1
FCR,50,2018-10-08,NA      ,6.2,T,10.763,1.394,1,1
FCR,50,2018-10-08,NA      ,8,S,17.525,1.625,1,1
FCR,50,2018-10-08,NA      ,8,T,17.488,1.617,1,1
FCR,50,2018-10-08,NA      ,9,S,22.52,1.713,1,1
FCR,50,2018-10-08,NA      ,9,T,22.298,1.695,1,1
FCR,50,2018-10-08,NA      ,9.5,S,41.61,2.278,1,1
FCR,50,2018-10-08,NA      ,9.5,T,42.382,2.29,1,1
FCR,50,2018-10-15,NA      ,0.1,S,0.53,0.043,1,1
FCR,50,2018-10-15,NA      ,0.1,T,1.178,0.106,1,1
FCR,50,2018-10-15,NA      ,1.6,S,0.59,0.036,1,1
FCR,50,2018-10-15,NA      ,1.6,T,1.181,0.107,1,1
FCR,50,2018-10-15,NA      ,3.8,S,0.586,0.057,1,1
FCR,50,2018-10-15,NA      ,3.8,T,1.414,0.148,1,1
FCR,50,2018-10-15,NA      ,5,S,0.664,0.081,1,1
FCR,50,2018-10-15,NA      ,5,T,1.44,0.158,1,1
FCR,50,2018-10-15,NA      ,6.2,S,0.949,0.585,1,1
FCR,50,2018-10-15,NA      ,6.2,T,3.909,0.662,1,1
FCR,50,2018-10-15,NA      ,8,S,9.755,1.13,1,1
FCR,50,2018-10-15,NA      ,8,T,10.659,1.149,1,1
FCR,50,2018-10-15,NA      ,9,S,22.89,1.798,1,1
FCR,50,2018-10-15,NA      ,9,T,22.198,1.763,1,1
FCR,50,2018-10-15,NA      ,9.5,S,43.282,2.416,1,1
FCR,50,2018-10-15,NA      ,9.5,T,43.499,2.394,1,1
FCR,50,2018-10-21,NA      ,0.1,S,0.693,0.151,1,1
FCR,50,2018-10-21,NA      ,0.1,T,1.711,0.157,1,1
FCR,50,2018-10-21,NA      ,5,S,0.685,0.141,1,1
FCR,50,2018-10-21,NA      ,5,T,1.847,0.164,1,1
FCR,50,2018-10-21,NA      ,9,S,31.271,2.046,1,1
FCR,50,2018-10-21,NA      ,9,T,31.438,2.023,1,1
FCR,50,2018-10-22,NA      ,0.1,S,0.696,0.147,1,1
FCR,50,2018-10-22,NA      ,0.1,T,1.916,0.169,1,1
FCR,50,2018-10-22,NA      ,1.6,S,0.856,0.147,1,1
FCR,50,2018-10-22,NA      ,1.6,T,1.916,0.168,1,1
FCR,50,2018-10-22,NA      ,3.8,S,0.809,0.147,1,1
FCR,50,2018-10-22,NA      ,3.8,T,1.935,0.168,1,1
FCR,50,2018-10-22,NA      ,5,S,0.709,0.144,1,1
FCR,50,2018-10-22,NA      ,5,T,1.922,0.168,1,1
FCR,50,2018-10-22,NA      ,6.2,S,0.928,0.173,1,1
FCR,50,2018-10-22,NA      ,6.2,T,2.483,0.208,1,1
FCR,50,2018-10-22,NA      ,8,S,4.368,0.417,1,1
FCR,50,2018-10-22,NA      ,8,T,6.013,0.455,1,1
FCR,50,2018-10-22,NA      ,9,S,28.756,1.951,1,1
FCR,50,2018-10-22,NA      ,9,T,30.762,1.999,1,1
FCR,50,2018-10-22,NA      ,9.5,S,18.3,1.273,1,1
FCR,50,2018-10-22,NA      ,9.5,T,20.033,1.324,1,1
FCR,50,2018-10-29,NA      ,0.1,S,0.963,0.097,1,1
FCR,50,2018-10-29,NA      ,0.1,T,1.643,0.11,1,1
FCR,50,2018-10-29,NA      ,1.6,S,0.931,0.094,1,1
FCR,50,2018-10-29,NA      ,1.6,T,1.629,0.108,1,1
FCR,50,2018-10-29,NA      ,3.8,S,0.951,0.093,1,1
FCR,50,2018-10-29,NA      ,3.8,T,1.627,0.108,1,1
FCR,50,2018-10-29,NA      ,5,S,1.055,0.093,1,1
FCR,50,2018-10-29,NA      ,5,T,1.615,0.107,1,1
FCR,50,2018-10-29,NA      ,6.2,S,0.914,0.093,1,1
FCR,50,2018-10-29,NA      ,6.2,T,1.617,0.108,1,1
FCR,50,2018-10-29,NA      ,8,S,0.974,0.092,1,1
FCR,50,2018-10-29,NA      ,8,T,1.609,0.107,1,1
FCR,50,2018-10-29,NA      ,9,S,0.999,0.092,1,1
FCR,50,2018-10-29,NA      ,9,T,1.619,0.108,1,1
FCR,50,2018-10-29,NA      ,9.5,S,1.058,0.095,1,1
FCR,50,2018-10-29,NA      ,9.5,T,1.683,0.111,1,1
FCR,50,2018-11-19,NA      ,0.1,S,0.714,0.037,1,1
FCR,50,2018-11-19,NA      ,0.1,T,0.961,0.039,1,1
FCR,50,2018-11-19,NA      ,1.6,S,0.675,0.035,1,1
FCR,50,2018-11-19,NA      ,1.6,T,0.954,0.038,1,1
FCR,50,2018-11-19,NA      ,3.8,S,0.676,0.034,1,1
FCR,50,2018-11-19,NA      ,3.8,T,0.963,0.038,1,1
FCR,50,2018-11-19,NA      ,5,S,0.69,0.035,1,1
FCR,50,2018-11-19,NA      ,5,T,0.959,0.038,1,1
FCR,50,2018-11-19,NA      ,6.2,S,0.676,0.035,1,1
FCR,50,2018-11-19,NA      ,6.2,T,0.963,0.038,1,1
FCR,50,2018-11-19,NA      ,8,S,0.697,0.034,1,1
FCR,50,2018-11-19,NA      ,8,T,0.961,0.037,1,1
FCR,50,2018-11-19,NA      ,9,S,0.655,0.033,1,1
FCR,50,2018-11-19,NA      ,9,T,0.972,0.037,1,1
FCR,50,2018-11-19,NA      ,9.5,S,0.668,0.033,1,1
FCR,50,2018-11-19,NA      ,9.5,T,0.943,0.037,1,1
FCR,50,2018-12-17,NA      ,0.1,S,0.231,0.025,1,1
FCR,50,2018-12-17,NA      ,0.1,T,0.59,0.027,1,1
FCR,50,2018-12-17,NA      ,1.6,S,0.235,0.025,1,1
FCR,50,2018-12-17,NA      ,1.6,T,0.589,0.028,1,1
FCR,50,2018-12-17,NA      ,3.8,S,0.215,0.026,1,1
FCR,50,2018-12-17,NA      ,3.8,T,0.594,0.03,1,1
FCR,50,2018-12-17,NA      ,5,S,0.253,0.027,1,1
FCR,50,2018-12-17,NA      ,5,T,0.611,0.03,1,1
FCR,50,2018-12-17,NA      ,6.2,S,0.221,0.026,1,1
FCR,50,2018-12-17,NA      ,6.2,T,0.59,0.029,1,1
FCR,50,2018-12-17,NA      ,8,S,0.277,0.024,1,1
FCR,50,2018-12-17,NA      ,8,T,0.6,0.029,1,1
FCR,50,2018-12-17,NA      ,9,S,0.261,0.024,1,1
FCR,50,2018-12-17,NA      ,9,T,0.631,0.044,1,1
FCR,50,2019-01-21,NA      ,0.1,S,0.234,0.019,1,1
FCR,50,2019-01-21,NA      ,0.1,T,0.382,0.021,1,1
FCR,50,2019-01-21,NA      ,1.6,S,0.162,0.018,1,1
FCR,50,2019-01-21,NA      ,1.6,T,0.408,0.022,1,1
FCR,50,2019-01-21,NA      ,3.8,S,0.176,0.018,1,1
FCR,50,2019-01-21,NA      ,3.8,T,0.39,0.021,1,1
FCR,50,2019-01-21,NA      ,5,S,0.173,0.019,1,1
FCR,50,2019-01-21,NA      ,5,T,0.462,0.024,1,1
FCR,50,2019-01-21,NA      ,6.2,S,0.159,0.018,1,1
FCR,50,2019-01-21,NA      ,6.2,T,0.42,0.022,1,1
FCR,50,2019-01-21,NA      ,8,S,0.176,0.018,1,1
FCR,50,2019-01-21,NA      ,8,T,0.376,0.021,1,1
FCR,50,2019-01-21,NA      ,9,S,0.166,0.018,1,1
FCR,50,2019-01-21,NA      ,9,T,0.416,0.022,1,1
FCR,50,2019-02-08,NA      ,0.1,S,0.191,0.015,1,1
FCR,50,2019-02-08,NA      ,0.1,T,0.355,0.019,1,1
FCR,50,2019-02-08,NA      ,1.6,S,0.173,0.015,1,1
FCR,50,2019-02-08,NA      ,1.6,T,0.367,0.019,1,1
FCR,50,2019-02-08,NA      ,3.8,S,0.155,0.016,1,1
FCR,50,2019-02-08,NA      ,3.8,T,0.371,0.021,1,1
FCR,50,2019-02-08,NA      ,5,S,0.192,0.017,1,1
FCR,50,2019-02-08,NA      ,5,T,0.356,0.02,1,1
FCR,50,2019-02-08,NA      ,6.2,S,0.161,0.017,1,1
FCR,50,2019-02-08,NA      ,6.2,T,0.355,0.022,1,1
FCR,50,2019-02-08,NA      ,9,S,0.194,0.028,1,1
FCR,50,2019-02-08,NA      ,9,T,0.369,0.026,1,1
FCR,50,2019-03-18,NA      ,0.1,S,0.127,0.018,1,1
FCR,50,2019-03-18,NA      ,0.1,T,0.34,0.022,1,1
FCR,50,2019-03-18,NA      ,1.6,S,0.12,0.018,1,1
FCR,50,2019-03-18,NA      ,1.6,T,0.331,0.021,1,1
FCR,50,2019-03-18,NA      ,3.8,S,0.122,0.018,1,1
FCR,50,2019-03-18,NA      ,3.8,T,0.328,0.022,1,1
FCR,50,2019-03-18,NA      ,5,S,0.127,0.018,1,1
FCR,50,2019-03-18,NA      ,5,T,0.333,0.022,1,1
FCR,50,2019-03-18,NA      ,6.2,S,0.146,0.018,1,1
FCR,50,2019-03-18,NA      ,6.2,T,0.337,0.022,1,1
FCR,50,2019-03-18,NA      ,8,S,0.134,0.023,1,1
FCR,50,2019-03-18,NA      ,8,T,0.337,0.026,1,1
FCR,50,2019-03-18,NA      ,9,S,0.121,0.02,1,1
FCR,50,2019-03-18,NA      ,9,T,0.337,0.023,1,1
FCR,50,2019-04-15,NA      ,0.1,S,0.141,0.01,1,1
FCR,50,2019-04-15,NA      ,0.1,T,0.537,0.041,1,1
FCR,50,2019-04-15,NA      ,3.8,S,0.063,0.002,1,1
FCR,50,2019-04-15,NA      ,3.8,T,0.328,0.018,1,1
FCR,50,2019-04-15,NA      ,5,S,0.084,0.01,1,1
FCR,50,2019-04-15,NA      ,5,T,0.34,0.023,1,1
FCR,50,2019-04-15,NA      ,6.2,S,0.086,0.025,1,1
FCR,50,2019-04-15,NA      ,6.2,T,0.372,0.038,1,1
FCR,50,2019-04-15,NA      ,8,S,0.102,0.035,1,1
FCR,50,2019-04-15,NA      ,8,T,0.399,0.05,1,1
FCR,50,2019-04-15,NA      ,9,S,0.097,0.027,1,1
FCR,50,2019-04-15,NA      ,9,T,0.433,0.043,1,1
FCR,50,2019-04-22,NA      ,0.1,S,0.109,0.004,1,1
FCR,50,2019-04-22,NA      ,0.1,T,0.373,0.025,1,1
FCR,50,2019-04-22,NA      ,1.6,S,0.128,0.004,1,1
FCR,50,2019-04-22,NA      ,1.6,T,0.382,0.026,1,1
FCR,50,2019-04-22,NA      ,3.8,S,0.091,0.002,1,1
FCR,50,2019-04-22,NA      ,3.8,T,0.315,0.022,1,1
FCR,50,2019-04-22,NA      ,5,S,0.093,0.002,1,1
FCR,50,2019-04-22,NA      ,5,T,0.368,0.027,1,1
FCR,50,2019-04-22,NA      ,6.2,S,0.07,0.023,1,1
FCR,50,2019-04-22,NA      ,6.2,T,0.335,0.035,1,1
FCR,50,2019-04-22,NA      ,8,S,0.089,0.041,1,1
FCR,50,2019-04-22,NA      ,8,T,0.396,0.056,1,1
FCR,50,2019-04-22,NA      ,9,S,0.136,0.084,1,1
FCR,50,2019-04-22,NA      ,9,T,0.503,0.099,1,1
FCR,50,2019-04-29,NA      ,0.1,S,0.109,0.003,1,1
FCR,50,2019-04-29,NA      ,0.1,T,0.365,0.023,1,1
FCR,50,2019-04-29,NA      ,1.6,S,0.12,0.001,1,1
FCR,50,2019-04-29,NA      ,1.6,T,0.394,0.024,1,1
FCR,50,2019-04-29,NA      ,3.8,S,0.096,0.002,1,1
FCR,50,2019-04-29,NA      ,3.8,T,0.338,0.027,1,1
FCR,50,2019-04-29,NA      ,5,S,0.047,0.005,1,1
FCR,50,2019-04-29,NA      ,5,T,0.296,0.031,1,1
FCR,50,2019-04-29,NA      ,6.2,S,0.06,0.042,1,1
FCR,50,2019-04-29,NA      ,6.2,T,0.363,0.068,1,1
FCR,50,2019-04-29,NA      ,8,S,0.089,0.104,1,1
FCR,50,2019-04-29,NA      ,8,T,0.524,0.127,1,1
FCR,50,2019-04-29,NA      ,9,S,0.071,0.104,1,1
FCR,50,2019-04-29,NA      ,9,T,0.572,0.127,1,1
FCR,50,2019-05-06,NA      ,0.1,S,0.132,0.005,1,1
FCR,50,2019-05-06,NA      ,0.1,T,0.37,0.024,1,1
FCR,50,2019-05-06,NA      ,1.6,S,0.153,0.004,1,1
FCR,50,2019-05-06,NA      ,1.6,T,0.369,0.023,1,1
FCR,50,2019-05-06,NA      ,3.8,S,0.031,0.001,1,1
FCR,50,2019-05-06,NA      ,3.8,T,0.218,0.017,1,1
FCR,50,2019-05-06,NA      ,5,S,0.182,0.007,1,1
FCR,50,2019-05-06,NA      ,5,T,0.229,0.027,1,1
FCR,50,2019-05-06,NA      ,6.2,S,0.033,0.033,1,1
FCR,50,2019-05-06,NA      ,6.2,T,0.265,0.058,1,1
FCR,50,2019-05-06,NA      ,8,S,0.064,0.103,1,1
FCR,50,2019-05-06,NA      ,8,T,0.454,0.149,1,1
FCR,50,2019-05-06,NA      ,9,S,0.118,0.317,1,1
FCR,50,2019-05-06,NA      ,9,T,0.787,0.295,1,1
FCR,50,2019-05-13,NA      ,0.1,S,0.167,0.007,1,1
FCR,50,2019-05-13,NA      ,0.1,T,0.405,0.024,1,1
FCR,50,2019-05-13,NA      ,1.6,S,0.166,0.004,1,1
FCR,50,2019-05-13,NA      ,1.6,T,0.436,0.024,1,1
FCR,50,2019-05-13,NA      ,3.8,S,0.082,0.001,1,1
FCR,50,2019-05-13,NA      ,3.8,T,0.277,0.021,1,1
FCR,50,2019-05-13,NA      ,5,S,0.062,0.02,1,1
FCR,50,2019-05-13,NA      ,5,T,0.286,0.082,1,1
FCR,50,2019-05-13,NA      ,6.2,S,0.086,0.059,1,1
FCR,50,2019-05-13,NA      ,6.2,T,0.352,0.094,1,1
FCR,50,2019-05-13,NA      ,8,S,0.137,0.284,1,1
FCR,50,2019-05-13,NA      ,8,T,0.758,0.282,1,1
FCR,50,2019-05-13,NA      ,9,S,1.924,0.989,1,1
FCR,50,2019-05-13,NA      ,9,T,3.894,0.787,1,1
FCR,50,2019-05-27,NA      ,0.1,S,0.132,0.009,1,1
FCR,50,2019-05-27,NA      ,0.1,T,0.25,0.014,1,1
FCR,50,2019-05-27,NA      ,1.6,S,0.12,0.003,1,1
FCR,50,2019-05-27,NA      ,1.6,T,0.252,0.014,1,1
FCR,50,2019-05-27,NA      ,3.8,S,0.079,0.002,1,1
FCR,50,2019-05-27,NA      ,3.8,T,0.273,0.018,1,1
FCR,50,2019-05-27,NA      ,5,S,0.082,0.007,1,1
FCR,50,2019-05-27,NA      ,5,T,0.253,0.03,1,1
FCR,50,2019-05-27,NA      ,6.2,S,0.047,0.011,1,1
FCR,50,2019-05-27,NA      ,6.2,T,0.312,0.106,1,1
FCR,50,2019-05-27,NA      ,8,S,0.064,0.151,1,1
FCR,50,2019-05-27,NA      ,8,T,0.536,0.222,1,1
FCR,50,2019-05-27,NA      ,9,S,0.167,0.592,1,1
FCR,50,2019-05-27,NA      ,9,T,1.498,0.673,1,1
FCR,50,2019-06-03,NA      ,0.1,S,0.115,0.002,1,1
FCR,50,2019-06-03,NA      ,0.1,T,0.309,0.02,1,1
FCR,50,2019-06-03,NA      ,1.6,S,0.123,0.001,1,1
FCR,50,2019-06-03,NA      ,1.6,T,0.285,0.014,1,1
FCR,50,2019-06-03,NA      ,3.8,S,0.041,0.001,1,1
FCR,50,2019-06-03,NA      ,3.8,T,0.222,0.017,1,1
FCR,50,2019-06-03,NA      ,5,S,0.038,0.004,1,1
FCR,50,2019-06-03,NA      ,5,T,0.236,0.038,1,1
FCR,50,2019-06-03,NA      ,6.2,S,0.047,0.114,1,1
FCR,50,2019-06-03,NA      ,6.2,T,0.41,0.129,1,1
FCR,50,2019-06-03,NA      ,8,S,0.075,0.269,1,1
FCR,50,2019-06-03,NA      ,8,T,0.647,0.269,1,1
FCR,50,2019-06-03,NA      ,9,S,0.199,0.616,1,1
FCR,50,2019-06-03,NA      ,9,T,1.95,0.891,1,1
FCR,50,2019-06-10,NA      ,0.1,S,0.13,0.005,1,1
