Reservoir,Site,Date,Time,Depth_m,Filter,Fe_mgL,Mn_mgL,count_Fe_mgL,count_Mn_mgL
BVR,50,2019-08-08,NA      ,11,S,21.977,1.784,1,1
BVR,50,2019-08-08,NA      ,11,T,23.081,1.809,1,1
BVR,50,2019-08-14,NA      ,0.1,S,0.149,0.001,1,1
BVR,50,2019-08-14,NA      ,0.1,T,0.493,0.029,1,1
BVR,50,2019-08-14,NA      ,3,S,0.154,0.009,1,1
BVR,50,2019-08-14,NA      ,3,T,0.441,0.029,1,1
BVR,50,2019-08-14,NA      ,6,S,0.056,0.722,1,1
BVR,50,2019-08-14,NA      ,6,T,0.987,0.753,1,1
BVR,50,2019-08-14,NA      ,9,S,11.719,1.596,1,1
BVR,50,2019-08-14,NA      ,9,T,12.406,1.596,1,1
BVR,50,2019-08-14,NA      ,11,S,21.977,1.765,1,1
BVR,50,2019-08-14,NA      ,11,T,21.485,1.736,1,1
BVR,50,2019-09-04,NA      ,0.1,S,0.173,0.001,1,1
BVR,50,2019-09-04,NA      ,0.1,T,0.369,0.021,1,1
BVR,50,2019-09-04,NA      ,3,S,0.127,0.004,1,1
BVR,50,2019-09-04,NA      ,3,T,0.39,0.028,1,1
BVR,50,2019-09-04,NA      ,6,S,0.027,1.76,1,1
BVR,50,2019-09-04,NA      ,6,T,0.781,1.786,1,1
BVR,50,2019-09-04,NA      ,9,S,23.974,1.84,1,1
BVR,50,2019-09-04,NA      ,9,T,25.83,1.891,1,1
BVR,50,2019-09-04,NA      ,11,S,26.63,1.815,1,1
BVR,50,2019-09-04,NA      ,11,T,26.883,1.796,1,1
BVR,50,2019-09-20,NA      ,0.1,S,0.082,0.001,1,1
BVR,50,2019-09-20,NA      ,0.1,T,0.454,0.056,1,1
BVR,50,2019-09-20,NA      ,3,S,0.055,0.007,1,1
BVR,50,2019-09-20,NA      ,3,T,0.462,0.064,1,1
BVR,50,2019-09-20,NA      ,6,S,1.867,1.867,1,1
BVR,50,2019-09-20,NA      ,6,T,2.722,1.968,1,1
BVR,50,2019-09-20,NA      ,9,S,27.434,1.911,1,1
BVR,50,2019-09-20,NA      ,9,T,27.998,1.92,1,1
BVR,50,2019-09-20,NA      ,11,S,34.532,2.06,1,1
BVR,50,2019-09-20,NA      ,11,T,35.629,2.067,1,1
BVR,50,2019-10-04,NA      ,0.1,S,0.207,0.001,1,1
BVR,50,2019-10-04,NA      ,0.1,T,0.507,0.044,1,1
BVR,50,2019-10-04,NA      ,3,S,0.049,0.002,1,1
BVR,50,2019-10-04,NA      ,3,T,0.488,0.036,1,1
BVR,50,2019-10-04,NA      ,6,S,0.588,1.143,1,1
BVR,50,2019-10-04,NA      ,6,T,1.233,1.149,1,1
BVR,50,2019-10-04,NA      ,9,S,24.395,2.014,1,1
BVR,50,2019-10-04,NA      ,9,T,28.342,2.05,1,1
BVR,50,2019-10-04,NA      ,11,S,34.439,2.162,1,1
BVR,50,2019-10-04,NA      ,11,T,34.881,2.149,1,1
BVR,50,2019-10-18,NA      ,0.1,S,0.045,0.357,1,1
BVR,50,2019-10-18,NA      ,0.1,T,2.026,0.42,1,1
BVR,50,2019-10-18,NA      ,3,S,0.065,0.359,1,1
BVR,50,2019-10-18,NA      ,3,T,2.004,0.417,1,1
BVR,50,2019-10-18,NA      ,6,S,0.065,0.354,1,1
BVR,50,2019-10-18,NA      ,6,T,1.978,0.413,1,1
BVR,50,2019-10-18,NA      ,9,S,35.249,2.217,1,1
BVR,50,2019-10-18,NA      ,9,T,35.824,2.227,1,1
BVR,50,2019-10-18,NA      ,11,S,NA,NA,1,1
BVR,50,2019-10-18,NA      ,11,T,NA,NA,1,1
BVR,50,2019-10-28,NA      ,0.1,S,0.036,0.129,1,1
BVR,50,2019-10-28,NA      ,0.1,T,1.284,0.279,1,1
BVR,50,2019-10-28,NA      ,3,S,0.087,0.147,1,1
BVR,50,2019-10-28,NA      ,3,T,1.331,0.297,1,1
BVR,50,2019-10-28,NA      ,6,S,0.076,0.19,1,1
BVR,50,2019-10-28,NA      ,6,T,1.495,0.332,1,1
BVR,50,2019-10-28,NA      ,9,S,17.697,1.474,1,1
BVR,50,2019-10-28,NA      ,9,T,22.002,1.694,1,1
BVR,50,2019-10-28,NA      ,11,S,26.46,1.976,1,1
BVR,50,2019-10-28,NA      ,11,T,26.781,1.939,1,1
BVR,50,2019-11-15,NA      ,0.1,S,0.257,0.2,1,1
BVR,50,2019-11-15,NA      ,0.1,T,1.211,0.257,1,1
BVR,50,2019-11-15,NA      ,3,S,0.254,0.202,1,1
BVR,50,2019-11-15,NA      ,3,T,1.193,0.257,1,1
BVR,50,2019-11-15,NA      ,6,S,0.272,0.202,1,1
BVR,50,2019-11-15,NA      ,6,T,1.202,0.257,1,1
BVR,50,2019-11-15,NA      ,9,S,0.187,0.206,1,1
BVR,50,2019-11-15,NA      ,9,T,1.21,0.258,1,1
BVR,50,2019-11-15,NA      ,11,S,0.202,0.207,1,1
BVR,50,2019-11-15,NA      ,11,T,1.226,0.263,1,1
BVR,50,2020-12-02,10:05:00,0.1,S,0.24097247,0.001355243,1,1
BVR,50,2020-12-02,10:05:00,0.1,T,1.074037639,0.107733694,1,1
BVR,50,2020-12-02,10:18:00,3,S,0.399005691,0.002991562,1,1
BVR,50,2020-12-02,10:18:00,3,T,1.065997472,0.11129797,1,1
BVR,50,2020-12-02,10:31:00,6,S,0.277078559,0.002195283,1,1
BVR,50,2020-12-02,10:31:00,6,T,1.059950656,0.106404817,1,1
BVR,50,2020-12-02,10:50:00,9,S,0.350749731,0.002323604,1,1
BVR,50,2020-12-02,10:50:00,9,T,1.08272587,0.110450204,1,1
BVR,50,2020-12-02,11:05:00,11,S,0.340696912,0.001855195,1,1
BVR,50,2020-12-02,11:05:00,11,T,1.074350434,0.109528706,1,1
FCR,50,2014-04-01,NA      ,0.1,S,0.327,0.00759,1,1
FCR,50,2014-04-01,NA      ,0.1,T,0.327,0.0165,1,1
FCR,50,2014-04-01,NA      ,0.8,S,0.3334,0.0051,1,1
FCR,50,2014-04-01,NA      ,0.8,T,0.3334,0.027,1,1
FCR,50,2014-04-01,NA      ,1.6,S,0.3338,0.00483,1,1
FCR,50,2014-04-01,NA      ,1.6,T,0.3338,0.0232,1,1
FCR,50,2014-04-01,NA      ,2.8,S,0.3567,0.00501,1,1
FCR,50,2014-04-01,NA      ,2.8,T,0.3567,0.0175,1,1
FCR,50,2014-04-01,NA      ,3.8,S,0.3474,0.00828,1,1
FCR,50,2014-04-01,NA      ,3.8,T,0.3474,0.0283,1,1
FCR,50,2014-04-01,NA      ,5,S,0.3494,0.0142,1,1
FCR,50,2014-04-01,NA      ,5,T,0.3494,0.0194,1,1
FCR,50,2014-04-01,NA      ,6.2,S,0.349,0.01573,1,1
FCR,50,2014-04-01,NA      ,6.2,T,0.349,0.0193,1,1
FCR,50,2014-04-01,NA      ,8,S,0.3516,0.016,1,1
FCR,50,2014-04-01,NA      ,8,T,0.3516,0.0175,1,1
FCR,50,2014-04-01,NA      ,9,S,0.4065,0.0168,1,1
FCR,50,2014-04-01,NA      ,9,T,0.4065,0.0196,1,1
FCR,50,2014-04-08,NA      ,0.1,S,0.228,0.01006,1,1
FCR,50,2014-04-08,NA      ,0.1,T,0.3239,0.01543,1,1
FCR,50,2014-04-08,NA      ,0.8,S,0.26,0.00773,1,1
FCR,50,2014-04-08,NA      ,0.8,T,0.3273,0.0176,1,1
FCR,50,2014-04-08,NA      ,1.6,S,0.2899,0.00703,1,1
FCR,50,2014-04-08,NA      ,1.6,T,0.3495,0.01784,1,1
FCR,50,2014-04-08,NA      ,2.8,S,0.2566,0.00649,1,1
FCR,50,2014-04-08,NA      ,2.8,T,0.3263,0.01896,1,1
FCR,50,2014-04-08,NA      ,3.8,S,0.2679,0.01087,1,1
FCR,50,2014-04-08,NA      ,3.8,T,0.3175,0.01684,1,1
FCR,50,2014-04-08,NA      ,5,S,0.2831,0.01046,1,1
FCR,50,2014-04-08,NA      ,5,T,0.307,0.01046,1,1
FCR,50,2014-04-08,NA      ,6.2,S,0.2998,0.01323,1,1
FCR,50,2014-04-08,NA      ,6.2,T,0.3281,0.01323,1,1
FCR,50,2014-04-08,NA      ,8,S,0.3896,0.04439,1,1
FCR,50,2014-04-08,NA      ,8,T,0.3896,0.04439,1,1
FCR,50,2014-04-08,NA      ,9,S,0.3803,0.05468,1,1
FCR,50,2014-04-08,NA      ,9,T,0.413,0.05468,1,1
FCR,50,2014-04-16,NA      ,0.1,S,0.2225,0.00965,1,1
FCR,50,2014-04-16,NA      ,0.1,T,0.2225,0.00965,1,1
FCR,50,2014-04-16,NA      ,0.8,S,0.3133,0.00895,1,1
FCR,50,2014-04-16,NA      ,0.8,T,0.3986,0.01992,1,1
FCR,50,2014-04-16,NA      ,1.6,S,0.2756,0.008,1,1
FCR,50,2014-04-16,NA      ,1.6,T,0.3453,0.01964,1,1
FCR,50,2014-04-16,NA      ,2.8,S,0.2762,0.00792,1,1
FCR,50,2014-04-16,NA      ,2.8,T,0.3332,0.02049,1,1
FCR,50,2014-04-16,NA      ,3.8,S,0.3359,0.01996,1,1
FCR,50,2014-04-16,NA      ,3.8,T,0.3881,0.0311,1,1
FCR,50,2014-04-16,NA      ,5,S,0.2694,0.02456,1,1
FCR,50,2014-04-16,NA      ,5,T,0.3104,0.02458,1,1
FCR,50,2014-04-16,NA      ,6.2,S,0.2556,0.05334,1,1
FCR,50,2014-04-16,NA      ,6.2,T,0.3598,0.05334,1,1
FCR,50,2014-04-16,NA      ,8,S,0.3091,0.07611,1,1
FCR,50,2014-04-16,NA      ,8,T,0.3874,0.07781,1,1
FCR,50,2014-04-16,NA      ,9,S,0.3246,0.08371,1,1
FCR,50,2014-04-16,NA      ,9,T,0.373,0.08371,1,1
FCR,50,2014-04-21,NA      ,0.1,S,0.001,2e-5,1,1
FCR,50,2014-04-21,NA      ,0.1,T,0.1946,0.00762,1,1
FCR,50,2014-04-21,NA      ,0.8,S,0.2134,0.00683,1,1
FCR,50,2014-04-21,NA      ,0.8,T,0.2849,0.0158,1,1
FCR,50,2014-04-21,NA      ,1.6,S,0.2198,0.00652,1,1
FCR,50,2014-04-21,NA      ,1.6,T,0.3091,0.0174,1,1
FCR,50,2014-04-21,NA      ,2.8,S,0.2525,0.0068,1,1
FCR,50,2014-04-21,NA      ,2.8,T,0.3129,0.01673,1,1
FCR,50,2014-04-21,NA      ,3.8,S,0.2557,0.01286,1,1
FCR,50,2014-04-21,NA      ,3.8,T,0.3282,0.01991,1,1
FCR,50,2014-04-21,NA      ,5,S,0.2364,0.02314,1,1
FCR,50,2014-04-21,NA      ,5,T,0.3215,0.02424,1,1
FCR,50,2014-04-21,NA      ,6.2,S,0.198,0.03893,1,1
FCR,50,2014-04-21,NA      ,6.2,T,0.257,0.03893,1,1
FCR,50,2014-04-21,NA      ,8,S,0.335,0.09548,1,1
FCR,50,2014-04-21,NA      ,8,T,0.335,0.09548,1,1
FCR,50,2014-04-21,NA      ,9,S,0.4126,0.126,1,1
FCR,50,2014-04-21,NA      ,9,T,0.5012,0.126,1,1
FCR,50,2014-04-28,NA      ,0.1,S,0.2947,0.01056,1,1
FCR,50,2014-04-28,NA      ,0.1,T,0.3195,0.01056,1,1
FCR,50,2014-04-28,NA      ,0.8,S,0.2544,0.00626,1,1
FCR,50,2014-04-28,NA      ,0.8,T,0.2544,0.00626,1,1
FCR,50,2014-04-28,NA      ,1.6,S,0.2103,0.00381,1,1
FCR,50,2014-04-28,NA      ,1.6,T,0.2103,0.00381,1,1
FCR,50,2014-04-28,NA      ,2.8,S,0.3087,0.00688,1,1
FCR,50,2014-04-28,NA      ,2.8,T,0.3087,0.01097,1,1
FCR,50,2014-04-28,NA      ,3.8,S,0.2041,0.00594,1,1
FCR,50,2014-04-28,NA      ,3.8,T,0.2041,0.00594,1,1
FCR,50,2014-04-28,NA      ,5,S,0.212,0.04263,1,1
FCR,50,2014-04-28,NA      ,5,T,0.1354,0.00659,1,1
FCR,50,2014-04-28,NA      ,6.2,S,0.1606,0.03869,1,1
FCR,50,2014-04-28,NA      ,6.2,T,0.212,0.04263,1,1
FCR,50,2014-04-28,NA      ,8,S,0.2525,0.08511,1,1
FCR,50,2014-04-28,NA      ,8,T,0.1606,0.03869,1,1
FCR,50,2014-04-28,NA      ,9,S,0.2811,0.00951,1,1
FCR,50,2014-04-28,NA      ,9,T,0.2525,0.08511,1,1
FCR,50,2014-05-05,NA      ,0.1,S,0.3011,0.00772,1,1
FCR,50,2014-05-05,NA      ,0.1,T,0.2811,0.00951,1,1
FCR,50,2014-05-05,NA      ,0.8,S,0.2811,0.00702,1,1
FCR,50,2014-05-05,NA      ,0.8,T,0.3011,0.0114,1,1
FCR,50,2014-05-05,NA      ,1.6,S,0.2517,0.00622,1,1
FCR,50,2014-05-05,NA      ,1.6,T,0.2811,0.00996,1,1
FCR,50,2014-05-05,NA      ,2.8,S,0.2388,0.01084,1,1
FCR,50,2014-05-05,NA      ,2.8,T,0.2517,0.00749,1,1
FCR,50,2014-05-05,NA      ,3.8,S,0.1479,0.00675,1,1
FCR,50,2014-05-05,NA      ,3.8,T,0.2388,0.01084,1,1
FCR,50,2014-05-05,NA      ,5,S,0.1483,0.02633,1,1
FCR,50,2014-05-05,NA      ,5,T,0.1479,0.00675,1,1
FCR,50,2014-05-05,NA      ,6.2,S,0.1732,0.04405,1,1
FCR,50,2014-05-05,NA      ,6.2,T,0.1483,0.02633,1,1
FCR,50,2014-05-05,NA      ,8,S,0.2587,0.069,1,1
FCR,50,2014-05-05,NA      ,8,T,0.1732,0.04405,1,1
FCR,50,2014-05-05,NA      ,9,S,0.376,0.00862,1,1
FCR,50,2014-05-05,NA      ,9,T,0.2587,0.069,1,1
FCR,50,2014-05-12,NA      ,0.1,S,0.3037,0.00596,1,1
FCR,50,2014-05-12,NA      ,0.1,T,0.376,0.00862,1,1
FCR,50,2014-05-12,NA      ,0.8,S,0.2979,0.00613,1,1
FCR,50,2014-05-12,NA      ,0.8,T,0.3037,0.01238,1,1
FCR,50,2014-05-12,NA      ,1.6,S,0.2218,0.00562,1,1
FCR,50,2014-05-12,NA      ,1.6,T,0.3093,0.01112,1,1
FCR,50,2014-05-12,NA      ,2.8,S,0.2556,0.00996,1,1
FCR,50,2014-05-12,NA      ,2.8,T,0.2218,0.00621,1,1
FCR,50,2014-05-12,NA      ,3.8,S,0.1909,0.01077,1,1
FCR,50,2014-05-12,NA      ,3.8,T,0.2685,0.01464,1,1
FCR,50,2014-05-12,NA      ,5,S,0.2361,0.05759,1,1
FCR,50,2014-05-12,NA      ,5,T,0.1909,0.01077,1,1
FCR,50,2014-05-12,NA      ,6.2,S,0.2615,0.1224,1,1
FCR,50,2014-05-12,NA      ,6.2,T,0.2361,0.05759,1,1
FCR,50,2014-05-12,NA      ,8,S,0.2816,0.09088,1,1
FCR,50,2014-05-12,NA      ,8,T,0.277,0.1224,1,1
FCR,50,2014-05-12,NA      ,9,S,0.1737,8.3e-4,1,1
FCR,50,2014-05-12,NA      ,9,T,0.2816,0.09088,1,1
FCR,50,2014-05-19,NA      ,0.1,S,0.2061,0.00344,1,1
FCR,50,2014-05-19,NA      ,0.1,T,0.1737,8.3e-4,1,1
FCR,50,2014-05-19,NA      ,0.8,S,0.1841,7.1e-4,1,1
FCR,50,2014-05-19,NA      ,0.8,T,0.2061,0.00344,1,1
FCR,50,2014-05-19,NA      ,1.6,S,0.1618,9.6e-4,1,1
FCR,50,2014-05-19,NA      ,1.6,T,0.1841,7.1e-4,1,1
FCR,50,2014-05-19,NA      ,2.8,S,0.243,0.01008,1,1
FCR,50,2014-05-19,NA      ,2.8,T,0.1618,9.6e-4,1,1
FCR,50,2014-05-19,NA      ,3.8,S,0.2348,0.02079,1,1
FCR,50,2014-05-19,NA      ,3.8,T,0.243,0.01008,1,1
FCR,50,2014-05-19,NA      ,5,S,0.3033,0.07403,1,1
FCR,50,2014-05-19,NA      ,5,T,0.2348,0.02079,1,1
FCR,50,2014-05-19,NA      ,8,S,0.1094,0.013,1,1
FCR,50,2014-05-19,NA      ,8,T,0.1094,0.013,1,1
FCR,50,2014-05-19,NA      ,9,S,0.09986,0.01125,1,1
FCR,50,2014-05-19,NA      ,9,T,0.09986,0.01125,1,1
FCR,50,2014-05-26,NA      ,0.1,S,0.1936,0.00146,1,1
FCR,50,2014-05-26,NA      ,0.1,T,0.1936,0.00146,1,1
FCR,50,2014-05-26,NA      ,0.8,S,0.2172,8.1e-4,1,1
FCR,50,2014-05-26,NA      ,0.8,T,0.2172,8.1e-4,1,1
FCR,50,2014-05-26,NA      ,1.6,S,0.1862,0.00093000000000000005,1,1
FCR,50,2014-05-26,NA      ,1.6,T,0.1862,0.00093000000000000005,1,1
FCR,50,2014-05-26,NA      ,2.8,S,0.218,0.00136,1,1
FCR,50,2014-05-26,NA      ,2.8,T,0.218,0.00136,1,1
FCR,50,2014-05-26,NA      ,3.8,S,0.2441,0.00482,1,1
FCR,50,2014-05-26,NA      ,3.8,T,0.2441,0.00482,1,1
FCR,50,2014-05-26,NA      ,5,S,0.1636,0.02474,1,1
FCR,50,2014-05-26,NA      ,5,T,0.1636,0.02474,1,1
FCR,50,2014-05-26,NA      ,6.2,S,0.2393,0.06956,1,1
FCR,50,2014-05-26,NA      ,6.2,T,0.2393,0.06956,1,1
FCR,50,2014-05-26,NA      ,8,S,0.1574,0.02835,1,1
FCR,50,2014-05-26,NA      ,8,T,0.1574,0.02835,1,1
FCR,50,2014-05-26,NA      ,9,S,0.2535,0.08786,1,1
FCR,50,2014-05-26,NA      ,9,T,0.2535,0.08786,1,1
FCR,50,2014-06-02,NA      ,0.1,S,0.349,0.00792,1,1
FCR,50,2014-06-02,NA      ,0.1,T,0.349,0.01297,1,1
FCR,50,2014-06-02,NA      ,0.8,S,0.3828,0.00671,1,1
FCR,50,2014-06-02,NA      ,0.8,T,0.3913,0.0148,1,1
FCR,50,2014-06-02,NA      ,1.6,S,0.3689,0.00516,1,1
FCR,50,2014-06-02,NA      ,1.6,T,0.3689,0.01375,1,1
FCR,50,2014-06-02,NA      ,2.8,S,0.4397,0.00655,1,1
FCR,50,2014-06-02,NA      ,2.8,T,0.4582,0.02031,1,1
FCR,50,2014-06-02,NA      ,3.8,S,0.4781,0.01604,1,1
FCR,50,2014-06-02,NA      ,3.8,T,0.4781,0.02593,1,1
FCR,50,2014-06-02,NA      ,5,S,0.3886,0.21145,1,1
FCR,50,2014-06-02,NA      ,5,T,0.3886,0.2179,1,1
FCR,50,2014-06-02,NA      ,6.2,S,0.4554,0.2063,1,1
FCR,50,2014-06-02,NA      ,6.2,T,0.4554,0.2063,1,1
FCR,50,2014-06-02,NA      ,8,S,0.3877,0.21866,1,1
FCR,50,2014-06-02,NA      ,8,T,0.3877,0.219,1,1
FCR,50,2014-06-02,NA      ,9,S,0.9773,0.35132,1,1
FCR,50,2014-06-02,NA      ,9,T,1.052,0.379,1,1
FCR,50,2014-06-09,NA      ,0.1,S,0.2931,0.00595,1,1
FCR,50,2014-06-09,NA      ,0.1,T,0.2931,0.01036,1,1
FCR,50,2014-06-09,NA      ,0.8,S,0.2858,0.0044,1,1
FCR,50,2014-06-09,NA      ,0.8,T,0.2858,0.0105,1,1
FCR,50,2014-06-09,NA      ,1.6,S,0.2705,0.0042,1,1
FCR,50,2014-06-09,NA      ,1.6,T,0.2705,0.01042,1,1
FCR,50,2014-06-09,NA      ,2.8,S,0.3589,0.00574,1,1
FCR,50,2014-06-09,NA      ,2.8,T,0.3589,0.01677,1,1
FCR,50,2014-06-09,NA      ,3.8,S,0.3778,0.01752,1,1
FCR,50,2014-06-09,NA      ,3.8,T,0.3778,0.03085,1,1
FCR,50,2014-06-09,NA      ,5,S,0.5333,0.34527,1,1
FCR,50,2014-06-09,NA      ,5,T,0.5333,0.376,1,1
FCR,50,2014-06-09,NA      ,6.2,S,0.6212,0.32595,1,1
FCR,50,2014-06-09,NA      ,6.2,T,0.6603,0.3635,1,1
FCR,50,2014-06-09,NA      ,8,S,1.188,1.10883,1,1
FCR,50,2014-06-09,NA      ,8,T,1.188,1.12,1,1
FCR,50,2014-06-09,NA      ,9,S,0.6218,0.4868,1,1
FCR,50,2014-06-09,NA      ,9,T,0.6218,0.4868,1,1
FCR,50,2014-06-16,NA      ,0.1,S,0.2667,0.00997,1,1
FCR,50,2014-06-16,NA      ,0.1,T,0.2667,0.00997,1,1
FCR,50,2014-06-16,NA      ,0.8,S,0.2625,0.00424,1,1
FCR,50,2014-06-16,NA      ,0.8,T,0.2625,0.00999,1,1
FCR,50,2014-06-16,NA      ,1.6,S,0.2485,0.0047,1,1
FCR,50,2014-06-16,NA      ,1.6,T,0.2485,0.01036,1,1
FCR,50,2014-06-16,NA      ,2.8,S,0.3006,0.00409,1,1
FCR,50,2014-06-16,NA      ,2.8,T,0.3091,0.01224,1,1
FCR,50,2014-06-16,NA      ,3.8,S,0.4505,0.05309,1,1
FCR,50,2014-06-16,NA      ,3.8,T,0.4648,0.0981,1,1
FCR,50,2014-06-16,NA      ,5,S,0.6177,0.39687,1,1
FCR,50,2014-06-16,NA      ,5,T,0.6177,0.4306,1,1
FCR,50,2014-06-16,NA      ,6.2,S,0.7356,0.452,1,1
FCR,50,2014-06-16,NA      ,6.2,T,0.7356,0.515,1,1
FCR,50,2014-06-16,NA      ,8,S,1.474,1.1295,1,1
FCR,50,2014-06-16,NA      ,8,T,1.478,1.213,1,1
FCR,50,2014-06-16,NA      ,9,S,1.363,1.19374,1,1
FCR,50,2014-06-16,NA      ,9,T,1.363,1.208,1,1
FCR,50,2014-06-23,NA      ,0.1,S,0.3392,0.0069,1,1
FCR,50,2014-06-23,NA      ,0.1,T,0.3392,0.0122,1,1
FCR,50,2014-06-23,NA      ,0.8,S,0.3421,0.00521,1,1
FCR,50,2014-06-23,NA      ,0.8,T,0.3421,0.01316,1,1
FCR,50,2014-06-23,NA      ,1.6,S,0.3498,0.00496,1,1
FCR,50,2014-06-23,NA      ,1.6,T,0.3498,0.01292,1,1
FCR,50,2014-06-23,NA      ,2.8,S,0.3126,0.00444,1,1
FCR,50,2014-06-23,NA      ,2.8,T,0.3628,0.01428,1,1
FCR,50,2014-06-23,NA      ,3.8,S,0.5014,0.04724,1,1
FCR,50,2014-06-23,NA      ,3.8,T,0.5598,0.09482,1,1
FCR,50,2014-06-23,NA      ,5,S,0.5843,0.32552,1,1
FCR,50,2014-06-23,NA      ,5,T,0.5843,0.3464,1,1
FCR,50,2014-06-23,NA      ,6.2,S,1.091,0.58737,1,1
FCR,50,2014-06-23,NA      ,6.2,T,1.091,0.663,1,1
FCR,50,2014-06-23,NA      ,8,S,2.449,1.29676,1,1
FCR,50,2014-06-23,NA      ,8,T,2.752,1.492,1,1
FCR,50,2014-06-23,NA      ,9,S,3.207,1.889,1,1
FCR,50,2014-06-23,NA      ,9,T,3.207,1.889,1,1
FCR,50,2014-06-29,NA      ,0.1,S,0.1386,0.00332,1,1
FCR,50,2014-06-29,NA      ,0.1,T,0.3599,0.01307,1,1
FCR,50,2014-06-29,NA      ,0.8,S,0.1708,0.0034,1,1
FCR,50,2014-06-29,NA      ,0.8,T,0.3502,0.0127,1,1
FCR,50,2014-06-29,NA      ,1.6,S,0.1066,0.00156,1,1
FCR,50,2014-06-29,NA      ,1.6,T,0.3401,0.01286,1,1
FCR,50,2014-06-29,NA      ,2.8,S,0.1126,0.00239,1,1
FCR,50,2014-06-29,NA      ,2.8,T,0.4138,0.01754,1,1
FCR,50,2014-06-29,NA      ,3.8,S,0.1058,0.03587,1,1
FCR,50,2014-06-29,NA      ,3.8,T,0.4195,0.06186,1,1
FCR,50,2014-06-29,NA      ,5,S,0.137,0.4377,1,1
FCR,50,2014-06-29,NA      ,5,T,0.8244,0.5436,1,1
FCR,50,2014-06-29,NA      ,6.2,S,0.4624,0.8769,1,1
FCR,50,2014-06-29,NA      ,6.2,T,2.231,1.087,1,1
FCR,50,2014-06-29,NA      ,8,S,0.836,1.229,1,1
FCR,50,2014-06-29,NA      ,8,T,2.371,1.261,1,1
FCR,50,2014-06-29,NA      ,9,S,0.9733,1.933,1,1
FCR,50,2014-06-29,NA      ,9,T,4.96,2.249,1,1
FCR,50,2014-06-30,NA      ,0.1,S,0.3287,0.00699,1,1
FCR,50,2014-06-30,NA      ,0.1,T,0.3468,0.01191,1,1
FCR,50,2014-06-30,NA      ,0.8,S,0.3293,0.0054,1,1
FCR,50,2014-06-30,NA      ,0.8,T,0.3474,0.01379,1,1
FCR,50,2014-06-30,NA      ,1.6,S,0.3406,0.00542,1,1
FCR,50,2014-06-30,NA      ,1.6,T,0.3406,0.01297,1,1
FCR,50,2014-06-30,NA      ,2.8,S,0.3927,0.00668,1,1
FCR,50,2014-06-30,NA      ,2.8,T,0.3927,0.0193,1,1
FCR,50,2014-06-30,NA      ,3.8,S,0.4056,0.04163,1,1
FCR,50,2014-06-30,NA      ,3.8,T,0.4231,0.07276,1,1
FCR,50,2014-06-30,NA      ,5,S,0.8128,0.50485,1,1
FCR,50,2014-06-30,NA      ,5,T,0.8128,0.5437,1,1
FCR,50,2014-06-30,NA      ,6.2,S,1.728,0.86761,1,1
FCR,50,2014-06-30,NA      ,6.2,T,1.728,0.9383,1,1
FCR,50,2014-06-30,NA      ,8,S,2.102,1.018,1,1
FCR,50,2014-06-30,NA      ,8,T,2.102,1.018,1,1
FCR,50,2014-06-30,NA      ,9,S,2.303,1.09,1,1
FCR,50,2014-06-30,NA      ,9,T,2.303,1.09,1,1
FCR,50,2014-07-07,NA      ,0.1,S,0.2835,0.0058,1,1
FCR,50,2014-07-07,NA      ,0.1,T,0.2835,0.00738,1,1
FCR,50,2014-07-07,NA      ,0.8,S,0.2811,0.00319,1,1
FCR,50,2014-07-07,NA      ,0.8,T,0.2811,0.00785,1,1
FCR,50,2014-07-07,NA      ,1.6,S,0.2762,0.0028,1,1
FCR,50,2014-07-07,NA      ,1.6,T,0.2866,0.00766,1,1
FCR,50,2014-07-07,NA      ,2.8,S,0.3394,0.00479,1,1
FCR,50,2014-07-07,NA      ,2.8,T,0.3394,0.01354,1,1
FCR,50,2014-07-07,NA      ,3.8,S,0.3522,0.07484,1,1
FCR,50,2014-07-07,NA      ,3.8,T,0.3688,0.1284,1,1
FCR,50,2014-07-07,NA      ,5,S,0.9146,0.48399,1,1
FCR,50,2014-07-07,NA      ,5,T,0.9146,0.5145,1,1
FCR,50,2014-07-07,NA      ,6.2,S,1.76,0.82934,1,1
FCR,50,2014-07-07,NA      ,6.2,T,1.76,0.8937,1,1
FCR,50,2014-07-07,NA      ,8,S,1.983,0.90595,1,1
FCR,50,2014-07-07,NA      ,8,T,1.987,0.9557,1,1
FCR,50,2014-07-07,NA      ,9,S,2.173,1.03348,1,1
FCR,50,2014-07-07,NA      ,9,T,2.173,1.059,1,1
FCR,50,2014-07-14,NA      ,0.1,S,0.2747,0.00435,1,1
FCR,50,2014-07-14,NA      ,0.1,T,0.2747,0.0074400000000000004,1,1
FCR,50,2014-07-14,NA      ,0.8,S,0.2695,0.00344,1,1
FCR,50,2014-07-14,NA      ,0.8,T,0.2695,0.00812,1,1
FCR,50,2014-07-14,NA      ,1.6,S,0.2488,0.00278,1,1
FCR,50,2014-07-14,NA      ,1.6,T,0.2488,0.00738,1,1
FCR,50,2014-07-14,NA      ,2.8,S,0.3019,0.00558,1,1
FCR,50,2014-07-14,NA      ,2.8,T,0.3019,0.01622,1,1
FCR,50,2014-07-14,NA      ,3.8,S,0.2519,0.10655,1,1
FCR,50,2014-07-14,NA      ,3.8,T,0.2519,0.1881,1,1
FCR,50,2014-07-14,NA      ,5,S,1.352,0.72701,1,1
FCR,50,2014-07-14,NA      ,5,T,1.352,0.7783,1,1
