sep=	
No. 	Hole  Pos.	Name  	Method  	Coefficients  	NPOC vol. [ml]	TIC vol. [ml]	TC vol. [ml]	TIC  Area	TC  Area	NPOC  Area	TNb  Area	TIC [mg/l]	TC [mg/l]	TOC (Diff.) [mg/l]	NPOC [mg/l]	TNb [mg/l]	Dilut.  Factor	TC  Blank	TIC  Blank	NPOC  Blank	TNb  Blank	Memo  	Info  	Date	Time	
1	1	RunIn	TIC/TC/TNb			0.300	0.300	7981	12887		4854	10.896	18.661	7.765		0.653	1.00	0	0		0			2023-10-31	13:57:49	
2	1	RunIn	TIC/TC/TNb			0.300	0.300	7500	12780		4928	10.281	18.510	8.229		0.666	1.00	0	0		0			2023-10-31	14:07:50	
3	1	RunIn	TIC/TC/TNb			0.300	0.300	7543	12916		4950	10.337	18.702	8.365		0.670	1.00	0	0		0			2023-10-31	14:18:24	
4	3	Rinse	TIC/TC/TNb			0.500	0.500	3177	1124		539	2.852	1.231	0.000		0.000	1.00	0	0		0			2023-10-31	14:35:33	
5	3	Rinse	TIC/TC/TNb			0.500	0.500	647	1024		625	0.911	1.146	0.235		0.000	1.00	0	0		0			2023-10-31	14:44:22	
6	3	Rinse	TIC/TC/TNb			0.500	0.500	538	1020		581	0.828	1.143	0.315		0.000	1.00	0	0		0			2023-10-31	14:53:48	
7	3		Flush																					2023-10-31	14:59:22	
8	3	Type I Reagent Grade Water	TIC/TC/TNb			0.500	0.500	34	191		240	0.441	0.440	0.000		0.000	1.00	0	0		0			2023-10-31	15:14:19	
9	3	Type I Reagent Grade Water	TIC/TC/TNb			0.500	0.500	50	253		305	0.454	0.493	0.039		0.000	1.00	0	0		0			2023-10-31	15:22:23	
10	3	Type I Reagent Grade Water	TIC/TC/TNb			0.500	0.500	43	232		249	0.448	0.475	0.028		0.000	1.00	0	0		0			2023-10-31	15:31:09	
11	4	Mixed Check 3/6/0.3	TIC/TC/TNb			0.200	0.200	536	2100		1162	2.065	5.143	3.078		0.014	1.00	0	0		0			2023-10-31	15:46:51	
12	4	Mixed Check 3/6/0.3	TIC/TC/TNb			0.200	0.200	1098	2154		1158	3.143	5.258	2.115		0.013	1.00	0	0		0			2023-10-31	15:55:43	
13	4	Mixed Check 3/6/0.3	TIC/TC/TNb			0.200	0.200	1141	2149		1135	3.225	5.247	2.022		0.007	1.00	0	0		0			2023-10-31	16:05:11	
14	5	Mixed Check 3/6/0.3	TIC/TC/TNb			0.600	0.600	3625	7054		3132	2.663	5.212	2.549		0.176	1.00	0	0		0			2023-10-31	16:23:28	
15	5	Mixed Check 3/6/0.3	TIC/TC/TNb			0.600	0.600	3675	7167		3132	2.695	5.292	2.597		0.176	1.00	0	0		0			2023-10-31	16:33:50	
16	5	Mixed Check 3/6/0.3	TIC/TC/TNb			0.600	0.600	3834	7169		3147	2.797	5.293	2.496		0.178	1.00	0	0		0			2023-10-31	16:44:54	
17	6	Mixed Check 9/18/0.9	TIC/TC/TNb			0.333	0.333	4546	10806		5091	5.860	14.164	8.304		0.625	1.00	0	0		0			2023-10-31	17:03:03	
18	6	Mixed Check 9/18/0.9	TIC/TC/TNb			0.333	0.333	5636	10799		5033	7.115	14.156	7.041		0.616	1.00	0	0		0			2023-10-31	17:13:09	
19	6	Mixed Check 9/18/0.9	TIC/TC/TNb			0.333	0.333	5698	10926		5144	7.187	14.317	7.130		0.634	1.00	0	0		0			2023-10-31	17:23:56	
20	7	Mixed Check 9/18/0.9	TIC/TC/TNb			0.467	0.467	8138	15963		7373	7.128	14.778	7.649		0.701	1.00	0	0		0			2023-10-31	17:43:30	
21	7	Mixed Check 9/18/0.9	TIC/TC/TNb			0.467	0.467	8276	15966		7357	7.242	14.780	7.538		0.700	1.00	0	0		0			2023-10-31	17:54:23	
22	7	Mixed Check 9/18/0.9	TIC/TC/TNb			0.467	0.467	8350	16010		7420	7.303	14.820	7.517		0.707	1.00	0	0		0			2023-10-31	18:06:04	
23	8	Mixed Check 9/18/0.9	TIC/TC/TNb			0.600	0.600	10484	20351		9180	7.048	14.600	7.551		0.703	1.00	0	0		0			2023-10-31	18:26:16	
24	8	Mixed Check 9/18/0.9	TIC/TC/TNb			0.600	0.600	10788	20459		9217	7.243	14.676	7.433		0.707	1.00	0	0		0			2023-10-31	18:37:48	
25	8	Mixed Check 9/18/0.9	TIC/TC/TNb			0.600	0.600	10774	20557		9236	7.234	14.745	7.512		0.708	1.00	0	0		0			2023-10-31	18:49:59	
26	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	5862	11902		4608	8.187	17.270	9.083		0.610	1.00	0	0		0			2023-10-31	19:08:38	
27	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	6232	11970		4654	8.660	17.366	8.706		0.618	1.00	0	0		0			2023-10-31	19:18:51	
28	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	6293	11924		4562	8.738	17.301	8.563		0.602	1.00	0	0		0			2023-10-31	19:29:50	
29	2	Spiked Blank 100ml + 300uL	TIC/TC/TNb			0.500	0.500	5126	6829		2830	4.347	6.064	1.716		0.180	1.00	0	0		0			2023-10-31	19:48:46	
30	2	Spiked Blank 100ml + 300uL	TIC/TC/TNb			0.500	0.500	3714	6867		2904	3.264	6.097	2.832		0.188	1.00	0	0		0			2023-10-31	19:59:07	
31	2	Spiked Blank 100ml + 300uL	TIC/TC/TNb			0.500	0.500	3730	6800		2901	3.277	6.039	2.762		0.187	1.00	0	0		0			2023-10-31	20:10:04	
32	3		Flush																					2023-10-31	20:15:56	
33	9	B50 14AUG23 6	TIC/TC/TNb			0.500	0.500	3614	6513		1695	3.188	5.796	2.608		0.061	1.00	0	0		0			2023-10-31	20:34:22	
34	9	B50 14AUG23 6	TIC/TC/TNb			0.500	0.500	4413	6425		1697	3.800	5.722	1.922		0.061	1.00	0	0		0			2023-10-31	20:44:29	
35	9	B50 14AUG23 6	TIC/TC/TNb			0.500	0.500	4605	6449		1612	3.948	5.742	1.794		0.053	1.00	0	0		0			2023-10-31	20:55:25	
36	10	F50 14AUG23 1.6	TIC/TC/TNb			0.500	0.500	4415	9048		3669	3.802	7.944	4.141		0.268	1.00	0	0		0			2023-10-31	21:14:05	
37	10	F50 14AUG23 1.6	TIC/TC/TNb			0.500	0.500	4478	9137		3684	3.851	8.019	4.169		0.269	1.00	0	0		0			2023-10-31	21:24:26	
38	10	F50 14AUG23 1.6	TIC/TC/TNb			0.500	0.500	4461	9033		3629	3.837	7.931	4.094		0.264	1.00	0	0		0			2023-10-31	21:35:22	
39	11	B50 29may23 9	TIC/TC/TNb			0.500	0.500	4363	6791		6396	3.762	6.032	2.270		0.553	1.00	0	0		0			2023-10-31	21:54:06	
40	11	B50 29may23 9	TIC/TC/TNb			0.500	0.500	4343	6824		6399	3.747	6.060	2.313		0.553	1.00	0	0		0			2023-10-31	22:04:24	
41	11	B50 29may23 9	TIC/TC/TNb			0.500	0.500	4285	6842		6527	3.702	6.075	2.373		0.567	1.00	0	0		0			2023-10-31	22:15:09	
42	12	F50 29may23 0.1	TIC/TC/TNb			0.500	0.500	3969	7908		3396	3.459	6.978	3.519		0.239	1.00	0	0		0			2023-10-31	22:33:46	
43	12	F50 29may23 0.1	TIC/TC/TNb			0.500	0.500	4004	7928		3383	3.487	6.995	3.508		0.238	1.00	0	0		0			2023-10-31	22:44:15	
44	12	F50 29may23 0.1	TIC/TC/TNb			0.500	0.500	3906	7864		3331	3.412	6.941	3.529		0.232	1.00	0	0		0			2023-10-31	22:55:03	
45	13	F100 24jul23 0.1	TIC/TC/TNb			0.500	0.500	4299	5474		1291	3.713	4.916	1.203		0.019	1.00	0	0		0			2023-10-31	23:13:21	
46	13	F100 24jul23 0.1	TIC/TC/TNb			0.500	0.500	4360	5468		1246	3.760	4.911	1.151		0.014	1.00	0	0		0			2023-10-31	23:23:20	
47	13	F100 24jul23 0.1	TIC/TC/TNb			0.500	0.500	4496	5493		1208	3.865	4.932	1.067		0.010	1.00	0	0		0			2023-10-31	23:34:11	
48	14	F50 22aug23 1.6	TIC/TC/TNb			0.500	0.500	4584	9930		4298	3.931	8.691	4.760		0.334	1.00	0	0		0			2023-10-31	23:52:57	
49	14	F50 22aug23 1.6	TIC/TC/TNb			0.500	0.500	4633	9969		4376	3.969	8.724	4.755		0.342	1.00	0	0		0			2023-11-01	00:03:19	
50	14	F50 22aug23 1.6	TIC/TC/TNb			0.500	0.500	4763	10018		4364	4.069	8.766	4.697		0.340	1.00	0	0		0			2023-11-01	00:14:24	
51	15	F50 31jul23 5	TIC/TC/TNb			0.500	0.500	5236	7147		3412	4.432	6.333	1.902		0.241	1.00	0	0		0			2023-11-01	00:32:54	
52	15	F50 31jul23 5	TIC/TC/TNb			0.500	0.500	5496	7144		3379	4.631	6.331	1.699		0.237	1.00	0	0		0			2023-11-01	00:43:16	
53	15	F50 31jul23 5	TIC/TC/TNb			0.500	0.500	5436	7118		3459	4.586	6.309	1.723		0.246	1.00	0	0		0			2023-11-01	00:54:06	
54	16	F50 24jul23 1.6	TIC/TC/TNb			0.500	0.500	4503	9984		5426	3.870	8.737	4.867		0.451	1.00	0	0		0			2023-11-01	01:12:50	
55	16	F50 24jul23 1.6	TIC/TC/TNb			0.500	0.500	4364	9901		5482	3.763	8.667	4.904		0.457	1.00	0	0		0			2023-11-01	01:23:04	
56	16	F50 24jul23 1.6	TIC/TC/TNb			0.500	0.500	4444	9884		5423	3.825	8.652	4.828		0.451	1.00	0	0		0			2023-11-01	01:34:02	
57	17	F50 14aug23 6.2	TIC/TC/TNb			0.500	0.500	5157	7391		7002	4.371	6.540	2.169		0.616	1.00	0	0		0			2023-11-01	01:52:30	
58	17	F50 14aug23 6.2	TIC/TC/TNb			0.500	0.500	5457	7424		7057	4.601	6.568	1.967		0.622	1.00	0	0		0			2023-11-01	02:02:53	
59	17	F50 14aug23 6.2	TIC/TC/TNb			0.500	0.500	5412	7501		7024	4.567	6.633	2.066		0.619	1.00	0	0		0			2023-11-01	02:13:55	
60	18	F50 12sep23 5	TIC/TC/TNb			0.500	0.500	6072	7783		9140	5.074	6.872	1.799		0.840	1.00	0	0		0			2023-11-01	02:32:58	
61	18	F50 12sep23 5	TIC/TC/TNb			0.500	0.500	6271	7767		9218	5.226	6.859	1.632		0.848	1.00	0	0		0			2023-11-01	02:43:22	
62	18	F50 12sep23 5	TIC/TC/TNb			0.500	0.500	6264	7808		9262	5.221	6.893	1.672		0.853	1.00	0	0		0			2023-11-01	02:54:20	
