sep=	
No. 	Hole  Pos.	Name  	Method  	Coefficients  	NPOC vol. [ml]	TIC vol. [ml]	TC vol. [ml]	TIC  Area	TC  Area	NPOC  Area	TNb  Area	TIC [mg/l]	TC [mg/l]	TOC (Diff.) [mg/l]	NPOC [mg/l]	TNb [mg/l]	Dilut.  Factor	TC  Blank	TIC  Blank	NPOC  Blank	TNb  Blank	Memo  	Info  	Date	Time	
86	24	B50 14nov23 3	TIC/TC/TNb			0.500	0.500	4400	8309		5385	3.790	7.318	3.528		0.447	1.00	0	0		0			2024-02-03	12:06:14	
87	24	B50 14nov23 3	TIC/TC/TNb			0.500	0.500	4502	8348		5369	3.869	7.351	3.482		0.446	1.00	0	0		0			2024-02-03	12:17:25	
88	25	C300 30jun23 coveB BOT	TIC/TC/TNb			0.500	0.500	6077	9223		1817	5.077	8.092	3.015		0.074	1.00	0	0		0			2024-02-03	12:36:04	
89	25	C300 30jun23 coveB BOT	TIC/TC/TNb			0.500	0.500	6792	9272		1820	5.626	8.134	2.508		0.074	1.00	0	0		0			2024-02-03	12:47:06	
90	25	C300 30jun23 coveB BOT	TIC/TC/TNb			0.500	0.500	6638	9123		1827	5.507	8.007	2.500		0.075	1.00	0	0		0			2024-02-03	12:58:09	
91	26	C300 30jun23 0.1	TIC/TC/TNb			0.500	0.500	3623	4421		1316	3.194	4.024	0.830		0.022	1.00	0	0		0			2024-02-03	13:17:22	
92	26	C300 30jun23 0.1	TIC/TC/TNb			0.500	0.500	2655	4124		1391	2.452	3.773	1.321		0.029	1.00	0	0		0			2024-02-03	13:27:23	
93	26	C300 30jun23 0.1	TIC/TC/TNb			0.500	0.500	2792	4129		1439	2.557	3.777	1.220		0.034	1.00	0	0		0			2024-02-03	13:38:10	
94	27	B50 9oct23 3	TIC/TC/TNb			0.500	0.500	3337	6648		2299	2.975	5.911	2.936		0.124	1.00	0	0		0			2024-02-03	13:56:43	
95	27	B50 9oct23 3	TIC/TC/TNb			0.500	0.500	3572	6578		2490	3.156	5.852	2.696		0.144	1.00	0	0		0			2024-02-03	14:07:05	
96	27	B50 9oct23 3	TIC/TC/TNb			0.500	0.500	3676	6577		2387	3.235	5.850	2.616		0.134	1.00	0	0		0			2024-02-03	14:18:05	
97	28	F50 3oct23 5	TIC/TC/TNb			0.500	0.500	5053	8008		4455	4.292	7.063	2.771		0.350	1.00	0	0		0			2024-02-03	14:36:33	
98	28	F50 3oct23 5	TIC/TC/TNb			0.500	0.500	5817	7388		4496	4.878	6.537	1.660		0.354	1.00	0	0		0			2024-02-03	14:46:32	
99	28	F50 3oct23 5	TIC/TC/TNb			0.500	0.500	5792	7929		4544	4.859	6.996	2.137		0.359	1.00	0	0		0			2024-02-03	14:57:48	
100	29	F100 3oct23 0.1	TIC/TC/TNb			0.500	0.500	5341	6148		1374	4.513	5.487	0.974		0.028	1.00	0	0		0			2024-02-03	15:17:28	
101	29	F100 3oct23 0.1	TIC/TC/TNb			0.500	0.500	5048	6459		1388	4.287	5.750	1.463		0.029	1.00	0	0		0			2024-02-03	15:29:16	
102	29	F100 3oct23 0.1	TIC/TC/TNb			0.500	0.500	5038	6485		1413	4.280	5.773	1.493		0.032	1.00	0	0		0			2024-02-03	15:41:08	
103	30	B50 9oct23 0.1	TIC/TC/TNb			0.500	0.500	3732	6220		2137	3.278	5.548	2.270		0.107	1.00	0	0		0			2024-02-03	15:59:05	
104	30	B50 9oct23 0.1	TIC/TC/TNb			0.500	0.500	3525	6153		2165	3.119	5.491	2.372		0.110	1.00	0	0		0			2024-02-03	16:09:13	
105	30	B50 9oct23 0.1	TIC/TC/TNb			0.500	0.500	3712	6232		2159	3.263	5.558	2.296		0.110	1.00	0	0		0			2024-02-03	16:20:07	
106	31	SPK 25	TIC/TC/TNb			0.500	0.500	8783	15314		3981	7.153	13.253	6.100		0.300	1.00	0	0		0			2024-02-03	16:39:46	
107	31	SPK 25	TIC/TC/TNb			0.500	0.500	10560	15467		3871	8.517	13.382	4.865		0.289	1.00	0	0		0			2024-02-03	16:51:13	
108	31	SPK 25	TIC/TC/TNb			0.500	0.500	10670	14975		3777	8.601	12.965	4.365		0.279	1.00	0	0		0			2024-02-03	17:02:18	
109	32	DUP 30	TIC/TC/TNb			0.500	0.500	5260	6640		2088	4.451	5.904	1.453		0.102	1.00	0	0		0			2024-02-03	17:21:14	
110	32	DUP 30	TIC/TC/TNb			0.500	0.500	3865	6726		2190	3.380	5.977	2.597		0.113	1.00	0	0		0			2024-02-03	17:31:25	
111	32	DUP 30	TIC/TC/TNb			0.500	0.500	4007	6771		2143	3.489	6.015	2.526		0.108	1.00	0	0		0			2024-02-03	17:42:29	
112	3	Rinse	TIC/TC/TNb			0.500	0.500	1150	774		530	1.297	0.934	0.000		0.000	1.00	0	0		0			2024-02-03	17:59:57	
113	9	C50 4may23 20	TIC/TC/TNb			0.500	0.500	6019	9454		1872	5.033	8.288	3.255		0.080	1.00	0	0		0			2024-02-03	18:17:55	
114	9	C50 4may23 20	TIC/TC/TNb			0.500	0.500	7501	9482		1848	6.169	8.312	2.143		0.077	1.00	0	0		0			2024-02-03	18:28:25	
115	9	C50 4may23 20	TIC/TC/TNb			0.500	0.500	7021	9364		1862	5.801	8.211	2.410		0.079	1.00	0	0		0			2024-02-03	18:39:21	
116	10	C400 4may23 AngelBranch 0.1	TIC/TC/TNb			0.500	0.500	4377	4904		845	3.772	4.433	0.661		0.000	1.00	0	0		0			2024-02-03	18:57:42	
117	10	C400 4may23 AngelBranch 0.1	TIC/TC/TNb			0.500	0.500	3475	5001		857	3.081	4.516	1.435		0.000	1.00	0	0		0			2024-02-03	19:08:07	
118	10	C400 4may23 AngelBranch 0.1	TIC/TC/TNb			0.500	0.500	3512	4904		927	3.109	4.434	1.324		0.000	1.00	0	0		0			2024-02-03	19:18:55	
119	11	C300 1jun23 pool	TIC/TC/TNb			0.500	0.500	5788	8793		1699	4.855	7.728	2.872		0.062	1.00	0	0		0			2024-02-03	19:38:34	
120	11	C300 1jun23 pool	TIC/TC/TNb			0.500	0.500	6352	8951		1745	5.288	7.862	2.574		0.066	1.00	0	0		0			2024-02-03	19:49:13	
121	11	C300 1jun23 pool	TIC/TC/TNb			0.500	0.500	6289	8788		1726	5.240	7.724	2.484		0.064	1.00	0	0		0			2024-02-03	20:00:08	
122	12	C300 30jun23 pool B 0.1	TIC/TC/TNb			0.500	0.500	3700	5322		3986	3.254	4.787	1.533		0.301	1.00	0	0		0			2024-02-03	20:20:12	
123	12	C300 30jun23 pool B 0.1	TIC/TC/TNb			0.500	0.500	2788	5219		4018	2.554	4.700	2.146		0.304	1.00	0	0		0			2024-02-03	20:30:19	
124	12	C300 30jun23 pool B 0.1	TIC/TC/TNb			0.500	0.500	2995	5046		4025	2.713	4.553	1.841		0.305	1.00	0	0		0			2024-02-03	20:40:39	
125	13	F50 24oct23 5	TIC/TC/TNb			0.500	0.500	4307	7751		4133	3.719	6.845	3.126		0.316	1.00	0	0		0			2024-02-03	20:59:25	
126	13	F50 24oct23 5	TIC/TC/TNb			0.500	0.500	4850	7764		4145	4.135	6.856	2.720		0.318	1.00	0	0		0			2024-02-03	21:09:44	
127	13	F50 24oct23 5	TIC/TC/TNb			0.500	0.500	4666	7724		4141	3.995	6.822	2.827		0.317	1.00	0	0		0			2024-02-03	21:20:51	
128	14	C300 30jun23 poolA 0.1	TIC/TC/TNb			0.500	0.500	2997	3923		1517	2.714	3.602	0.888		0.043	1.00	0	0		0			2024-02-03	21:39:03	
129	14	C300 30jun23 poolA 0.1	TIC/TC/TNb			0.500	0.500	2646	3934		1453	2.445	3.611	1.166		0.036	1.00	0	0		0			2024-02-03	21:49:13	
130	14	C300 30jun23 poolA 0.1	TIC/TC/TNb			0.500	0.500	1930	3881		1565	1.895	3.567	1.671		0.048	1.00	0	0		0			2024-02-03	21:59:26	
131	15	C100 1jun23 cove BOT	TIC/TC/TNb			0.500	0.500	5691	9319		2293	4.781	8.174	3.393		0.124	1.00	0	0		0			2024-02-03	22:18:22	
132	15	C100 1jun23 cove BOT	TIC/TC/TNb			0.500	0.500	6620	9273		2428	5.493	8.134	2.641		0.138	1.00	0	0		0			2024-02-03	22:28:54	
133	15	C100 1jun23 cove BOT	TIC/TC/TNb			0.500	0.500	6803	9235		2395	5.634	8.102	2.468		0.134	1.00	0	0		0			2024-02-03	22:40:18	
134	16	C101 30jun23 0.1	TIC/TC/TNb			0.500	0.500	3618	4531		2014	3.191	4.117	0.926		0.095	1.00	0	0		0			2024-02-03	22:57:50	
135	16	C101 30jun23 0.1	TIC/TC/TNb			0.500	0.500	2833	4575		2153	2.588	4.155	1.566		0.109	1.00	0	0		0			2024-02-03	23:08:10	
136	16	C101 30jun23 0.1	TIC/TC/TNb			0.500	0.500	2736	4538		2166	2.514	4.123	1.609		0.110	1.00	0	0		0			2024-02-03	23:18:46	
137	17	C300 30jun23 cove A surf	TIC/TC/TNb			0.500	0.500	5578	9100		1989	4.694	7.988	3.293		0.092	1.00	0	0		0			2024-02-03	23:37:15	
138	17	C300 30jun23 cove A surf	TIC/TC/TNb			0.500	0.500	6515	9242		1977	5.413	8.109	2.695		0.091	1.00	0	0		0			2024-02-03	23:47:48	
139	17	C300 30jun23 cove A surf	TIC/TC/TNb			0.500	0.500	6584	9336		2054	5.466	8.188	2.722		0.099	1.00	0	0		0			2024-02-03	23:59:06	
140	18	C100 1jun23 cove surf	TIC/TC/TNb			0.500	0.500	6964	9629		1711	5.757	8.436	2.679		0.063	1.00	0	0		0			2024-02-04	00:18:31	
141	18	C100 1jun23 cove surf	TIC/TC/TNb			0.500	0.500	7460	10384		1842	6.138	9.076	2.938		0.077	1.00	0	0		0			2024-02-04	00:29:42	
142	18	C100 1jun23 cove surf	TIC/TC/TNb			0.500	0.500	8093	11155		1957	6.624	9.729	3.105		0.089	1.00	0	0		0			2024-02-04	00:41:41	
143	19	SPK 13	TIC/TC/TNb			0.500	0.500	11765	20890		8858	9.440	17.976	8.536		0.810	1.00	0	0		0			2024-02-04	01:03:18	
144	19	SPK 13	TIC/TC/TNb			0.500	0.500	13725	23275		9840	10.945	19.997	9.052		0.913	1.00	0	0		0			2024-02-04	01:16:33	
145	19	SPK 13	TIC/TC/TNb			0.500	0.500	8962	13331		6260	7.290	11.572	4.282		0.539	1.00	0	0		0			2024-02-05	09:50:51	
146	20	DUP 18	TIC/TC/TNb			0.500	0.500	7516	9352		1795	6.181	8.201	2.020		0.072	1.00	0	0		0			2024-02-05	10:10:03	
147	20	DUP 18	TIC/TC/TNb			0.500	0.500	6969	9390		1806	5.761	8.234	2.472		0.073	1.00	0	0		0			2024-02-05	10:20:42	
148	20	DUP 18	TIC/TC/TNb			0.500	0.500	7040	9475		1935	5.816	8.306	2.490		0.086	1.00	0	0		0			2024-02-05	10:32:03	
149	3	Water Blank	TIC/TC/TNb			0.500	0.500	764	869		739	1.001	1.015	0.014		0.000	1.00	0	0		0			2024-02-05	10:48:58	
150	3	Water Blank	TIC/TC/TNb			0.500	0.500	339	698		597	0.675	0.870	0.195		0.000	1.00	0	0		0			2024-02-05	10:57:36	
151	3	Water Blank	TIC/TC/TNb			0.500	0.500	2028	650		625	1.970	0.829	0.000		0.000	1.00	0	0		0			2024-02-05	11:10:12	
152	3	Water Blank	TIC/TC/TNb			0.500	0.500	421	638		580	0.738	0.819	0.082		0.000	1.00	0	0		0			2024-02-05	11:19:40	
153	5	C400 4may23 mixzone 0.1	TIC/TC/TNb			0.500	0.500	5266	8587		1693	4.455	7.553	3.099		0.061	1.00	0	0		0			2024-02-05	11:37:00	
154	5	C400 4may23 mixzone 0.1	TIC/TC/TNb			0.500	0.500	6585	8550		1648	5.467	7.522	2.055		0.056	1.00	0	0		0			2024-02-05	11:47:28	
155	5	C400 4may23 mixzone 0.1	TIC/TC/TNb			0.500	0.500	6600	8677		1695	5.478	7.629	2.151		0.061	1.00	0	0		0			2024-02-05	11:58:46	
156	6	C300 30jun23 coveA BOT	TIC/TC/TNb			0.500	0.500	6417	8780		1670	5.338	7.717	2.379		0.059	1.00	0	0		0			2024-02-05	12:17:34	
157	6	C300 30jun23 coveA BOT	TIC/TC/TNb			0.500	0.500	5866	8814		1766	4.915	7.745	2.830		0.069	1.00	0	0		0			2024-02-05	12:27:28	
158	6	C300 30jun23 coveA BOT	TIC/TC/TNb			0.500	0.500	6577	8861		1730	5.460	7.785	2.325		0.065	1.00	0	0		0			2024-02-05	12:38:39	
159	7	C100 30jun23 cove A surf	TIC/TC/TNb			0.500	0.500	6504	8923		1763	5.405	7.838	2.433		0.068	1.00	0	0		0			2024-02-05	12:57:48	
160	7	C100 30jun23 cove A surf	TIC/TC/TNb			0.500	0.500	6705	8885		1792	5.559	7.806	2.247		0.071	1.00	0	0		0			2024-02-05	13:08:13	
161	7	C100 30jun23 cove A surf	TIC/TC/TNb			0.500	0.500	6551	8937		1767	5.441	7.850	2.409		0.069	1.00	0	0		0			2024-02-05	13:19:14	
162	3	Water Blank	TIC/TC/TNb			0.500	0.500	175	48		299	0.549	0.319	0.000		0.000	1.00	0	0		0			2024-02-05	13:35:17	
163	3	Water Blank	TIC/TC/TNb			0.500	0.500	132	32		277	0.516	0.306	0.000		0.000	1.00	0	0		0			2024-02-05	13:43:21	
