sep=	
No. 	Hole  Pos.	Name  	Method  	Coefficients  	NPOC vol. [ml]	TIC vol. [ml]	TC vol. [ml]	TIC  Area	TC  Area	NPOC  Area	TNb  Area	TIC [mg/l]	TC [mg/l]	TOC (Diff.) [mg/l]	NPOC [mg/l]	TNb [mg/l]	Dilut.  Factor	TC  Blank	TIC  Blank	NPOC  Blank	TNb  Blank	Memo  	Info  	Date	Time	
33	9	B50 12sep23 0.1m	TIC/TC/TNb			0.500	0.500	2801	7019		2522	2.564	6.225	3.661		0.148	1.00	0	0		0			2023-10-23	19:56:44	
34	9	B50 12sep23 0.1m	TIC/TC/TNb			0.500	0.500	3541	6893		2430	3.131	6.118	2.987		0.138	1.00	0	0		0			2023-10-23	20:07:04	
35	9	B50 12sep23 0.1m	TIC/TC/TNb			0.500	0.500	3499	6898		2404	3.100	6.122	3.022		0.135	1.00	0	0		0			2023-10-23	20:17:55	
36	10	F50 12sep23 9m	TIC/TC/TNb			0.500	0.500	5716	8246		11290	4.800	7.265	2.465		1.065	1.00	0	0		0			2023-10-23	20:36:29	
37	10	F50 12sep23 9m	TIC/TC/TNb			0.500	0.500	6482	8164		11471	5.388	7.195	1.807		1.084	1.00	0	0		0			2023-10-23	20:46:50	
38	10	F50 12sep23 9m	TIC/TC/TNb			0.500	0.500	6398	8170		11587	5.323	7.200	1.877		1.096	1.00	0	0		0			2023-10-23	20:57:50	
39	11	B50 12sep23 9m	TIC/TC/TNb			0.500	0.500	5786	7835		9237	4.854	6.916	2.063		0.850	1.00	0	0		0			2023-10-23	21:16:20	
40	11	B50 12sep23 9m	TIC/TC/TNb			0.500	0.500	5817	7916		9340	4.877	6.985	2.107		0.861	1.00	0	0		0			2023-10-23	21:26:42	
41	11	B50 12sep23 9m	TIC/TC/TNb			0.500	0.500	5754	7929		9592	4.829	6.996	2.166		0.887	1.00	0	0		0			2023-10-23	21:37:40	
42	12	F50 29may23 9m	TIC/TC/TNb			0.500	0.500	4615	6632		3604	3.955	5.897	1.942		0.261	1.00	0	0		0			2023-10-23	21:56:21	
43	12	F50 29may23 9m	TIC/TC/TNb			0.500	0.500	4398	6639		3577	3.789	5.903	2.114		0.258	1.00	0	0		0			2023-10-23	22:06:38	
44	12	F50 29may23 9m	TIC/TC/TNb			0.500	0.500	4420	6620		3581	3.805	5.887	2.081		0.258	1.00	0	0		0			2023-10-23	22:17:32	
45	13	F50 22aug23 0.1m	TIC/TC/TNb			0.500	0.500	4291	10250		4896	3.707	8.962	5.256		0.396	1.00	0	0		0			2023-10-23	22:36:04	
46	13	F50 22aug23 0.1m	TIC/TC/TNb			0.500	0.500	4597	10349		4851	3.942	9.046	5.105		0.391	1.00	0	0		0			2023-10-23	22:46:42	
47	13	F50 22aug23 0.1m	TIC/TC/TNb			0.500	0.500	4535	10314		4794	3.894	9.016	5.122		0.385	1.00	0	0		0			2023-10-23	22:57:47	
48	14	F50 14aug23 3.8m	TIC/TC/TNb			0.500	0.500	4988	8376		3047	4.242	7.375	3.133		0.203	1.00	0	0		0			2023-10-23	23:16:25	
49	14	F50 14aug23 3.8m	TIC/TC/TNb			0.500	0.500	5229	8328		2997	4.426	7.334	2.908		0.197	1.00	0	0		0			2023-10-23	23:26:46	
50	14	F50 14aug23 3.8m	TIC/TC/TNb			0.500	0.500	5306	8378		2988	4.486	7.376	2.890		0.197	1.00	0	0		0			2023-10-23	23:37:50	
51	15	F100 16may23 0.1m	TIC/TC/TNb			0.500	0.500	4412	5623		1130	3.800	5.042	1.242		0.002	1.00	0	0		0			2023-10-23	23:56:24	
52	15	F100 16may23 0.1m	TIC/TC/TNb			0.500	0.500	4431	5648		1042	3.814	5.064	1.250		0.000	1.00	0	0		0			2023-10-24	00:06:44	
53	15	F100 16may23 0.1m	TIC/TC/TNb			0.500	0.500	4389	5651		1017	3.782	5.066	1.284		0.000	1.00	0	0		0			2023-10-24	00:17:38	
54	16	F50 12sep23 8m	TIC/TC/TNb			0.500	0.500	6072	7949		11606	5.074	7.013	1.939		1.098	1.00	0	0		0			2023-10-24	00:36:25	
55	16	F50 12sep23 8m	TIC/TC/TNb			0.500	0.500	6522	7953		11361	5.418	7.016	1.598		1.072	1.00	0	0		0			2023-10-24	00:46:48	
56	16	F50 12sep23 8m	TIC/TC/TNb			0.500	0.500	6764	7981		11600	5.604	7.040	1.436		1.097	1.00	0	0		0			2023-10-24	00:58:03	
57	17	F50 12sep23 0.1	TIC/TC/TNb			0.500	0.500	5064	12674		10455	4.300	11.016	6.716		0.977	1.00	0	0		0			2023-10-24	01:17:12	
58	17	F50 12sep23 0.1	TIC/TC/TNb			0.500	0.500	4871	12683		10459	4.152	11.024	6.872		0.978	1.00	0	0		0			2023-10-24	01:27:50	
59	17	F50 12sep23 0.1	TIC/TC/TNb			0.500	0.500	4819	12580		10406	4.112	10.936	6.824		0.972	1.00	0	0		0			2023-10-24	01:39:07	
60	18	F50 16may23 3.8m	TIC/TC/TNb			0.500	0.500	4164	6700		2164	3.610	5.954	2.345		0.110	1.00	0	0		0			2023-10-24	01:57:55	
61	18	F50 16may23 3.8m	TIC/TC/TNb			0.500	0.500	4157	6746		2231	3.604	5.993	2.389		0.117	1.00	0	0		0			2023-10-24	02:08:16	
62	18	F50 16may23 3.8m	TIC/TC/TNb			0.500	0.500	4107	6728		2249	3.566	5.978	2.413		0.119	1.00	0	0		0			2023-10-24	02:19:09	
63	19	SPK 13	TIC/TC/TNb			0.500	0.500	6503	15457		7288	5.404	13.373	7.970		0.646	1.00	0	0		0			2023-10-24	02:38:26	
64	19	SPK 13	TIC/TC/TNb			0.500	0.500	7427	15475		7143	6.113	13.389	7.276		0.631	1.00	0	0		0			2023-10-24	02:49:20	
65	19	SPK 13	TIC/TC/TNb			0.500	0.500	7359	15621		7203	6.061	13.512	7.451		0.637	1.00	0	0		0			2023-10-24	03:00:47	
66	20	DUP 18	TIC/TC/TNb			0.500	0.500	4701	6937		2163	4.021	6.156	2.135		0.110	1.00	0	0		0			2023-10-24	03:19:38	
67	20	DUP 18	TIC/TC/TNb			0.500	0.500	4282	6891		2141	3.700	6.117	2.417		0.108	1.00	0	0		0			2023-10-24	03:29:56	
68	20	DUP 18	TIC/TC/TNb			0.500	0.500	4297	6920		2121	3.712	6.141	2.430		0.106	1.00	0	0		0			2023-10-24	03:40:50	
69	3	Water Blank	TIC/TC/TNb			0.500	0.500	1050	636		523	1.221	0.817	0.000		0.000	1.00	0	0		0			2023-10-24	03:58:29	
70	3	Water Blank	TIC/TC/TNb			0.500	0.500	267	624		506	0.620	0.807	0.187		0.000	1.00	0	0		0			2023-10-24	04:07:34	
71	3	Water Blank	TIC/TC/TNb			0.500	0.500	318	573		521	0.659	0.764	0.106		0.000	1.00	0	0		0			2023-10-24	04:17:08	
72	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	3857	11253		5079	5.623	16.353	10.730		0.692	1.00	0	0		0			2023-10-24	04:35:00	
73	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	5606	11347		5086	7.860	16.486	8.626		0.693	1.00	0	0		0			2023-10-24	04:45:23	
74	1	Spiked tap as reference 100+1KHP	TIC/TC/TNb			0.300	0.300	5867	11236		4919	8.193	16.330	8.137		0.664	1.00	0	0		0			2023-10-24	04:56:31	
75	3		Flush																					2023-10-24	05:02:47	
76	21	F50 22aug23 6.2	TIC/TC/TNb			0.500	0.500	5036	10233		5982	4.279	8.948	4.669		0.510	1.00	0	0		0			2023-10-24	05:22:05	
77	21	F50 22aug23 6.2	TIC/TC/TNb			0.500	0.500	5991	10124		5895	5.011	8.856	3.845		0.501	1.00	0	0		0			2023-10-24	05:32:33	
78	21	F50 22aug23 6.2	TIC/TC/TNb			0.500	0.500	6292	10209		5970	5.242	8.928	3.685		0.508	1.00	0	0		0			2023-10-24	05:43:59	
79	22	F50 31jul23 9	TIC/TC/TNb			0.500	0.500	5615	11528		6526	4.722	10.045	5.323		0.567	1.00	0	0		0			2023-10-24	06:03:19	
80	22	F50 31jul23 9	TIC/TC/TNb			0.500	0.500	5659	11613		6591	4.756	10.117	5.361		0.573	1.00	0	0		0			2023-10-24	06:13:55	
81	22	F50 31jul23 9	TIC/TC/TNb			0.500	0.500	5529	11603		6589	4.657	10.108	5.452		0.573	1.00	0	0		0			2023-10-24	06:25:15	
82	23	B50 24jul23 9	TIC/TC/TNb			0.500	0.500	5434	8411		12949	4.584	7.404	2.820		1.238	1.00	0	0		0			2023-10-24	06:44:03	
83	23	B50 24jul23 9	TIC/TC/TNb			0.500	0.500	5646	8435		12977	4.746	7.425	2.678		1.241	1.00	0	0		0			2023-10-24	06:54:30	
84	23	B50 24jul23 9	TIC/TC/TNb			0.500	0.500	5666	8413		13200	4.761	7.406	2.645		1.265	1.00	0	0		0			2023-10-24	07:05:31	
85	24	F50 22aug23 5	TIC/TC/TNb			0.500	0.500	5794	9997		6782	4.860	8.747	3.887		0.593	1.00	0	0		0			2023-10-24	07:24:30	
86	24	F50 22aug23 5	TIC/TC/TNb			0.500	0.500	6069	10034		6874	5.071	8.779	3.708		0.603	1.00	0	0		0			2023-10-24	07:35:10	
87	24	F50 22aug23 5	TIC/TC/TNb			0.500	0.500	6017	10064		6895	5.031	8.805	3.773		0.605	1.00	0	0		0			2023-10-24	07:46:22	
88	25	B50 22may23 6	TIC/TC/TNb			0.500	0.500	3633	5525		2191	3.202	4.959	1.757		0.113	1.00	0	0		0			2023-10-24	08:04:53	
89	25	B50 22may23 6	TIC/TC/TNb			0.500	0.500	3139	5463		2075	2.823	4.907	2.083		0.101	1.00	0	0		0			2023-10-24	08:14:51	
90	25	B50 22may23 6	TIC/TC/TNb			0.500	0.500	3152	5524		2032	2.833	4.959	2.125		0.097	1.00	0	0		0			2023-10-24	08:25:49	
91	26	F50 24jul23 9	TIC/TC/TNb			0.500	0.500	4682	6762		6241	4.007	6.007	2.000		0.537	1.00	0	0		0			2023-10-24	08:44:21	
92	26	F50 24jul23 9	TIC/TC/TNb			0.500	0.500	5219	6761		6240	4.419	6.006	1.587		0.537	1.00	0	0		0			2023-10-24	08:54:45	
93	26	F50 24jul23 9	TIC/TC/TNb			0.500	0.500	5223	6778		6182	4.422	6.021	1.599		0.531	1.00	0	0		0			2023-10-24	09:05:52	
94	27	F50 22aug23 8	TIC/TC/TNb			0.500	0.500	5863	9108		8564	4.913	7.994	3.081		0.780	1.00	0	0		0			2023-10-24	09:24:58	
95	27	F50 22aug23 8	TIC/TC/TNb			0.500	0.500	6070	9076		8404	5.071	7.967	2.896		0.763	1.00	0	0		0			2023-10-24	09:35:18	
96	27	F50 22aug23 8	TIC/TC/TNb			0.500	0.500	6282	9128		8442	5.234	8.012	2.778		0.767	1.00	0	0		0			2023-10-24	09:46:30	
97	28	B50 22aug23 9	TIC/TC/TNb			0.500	0.500	5848	8194		13184	4.901	7.221	2.320		1.263	1.00	0	0		0			2023-10-24	10:05:15	
98	28	B50 22aug23 9	TIC/TC/TNb			0.500	0.500	6018	8244		13373	5.032	7.263	2.231		1.283	1.00	0	0		0			2023-10-24	10:15:52	
99	28	B50 22aug23 9	TIC/TC/TNb			0.500	0.500	6034	8131		13288	5.044	7.167	2.122		1.274	1.00	0	0		0			2023-10-24	10:29:04	
100	29	F50 24jul23 0.1	TIC/TC/TNb			0.500	0.500	4656	10566		6624	3.987	9.230	5.244		0.577	1.00	0	0		0			2023-10-24	10:47:54	
101	29	F50 24jul23 0.1	TIC/TC/TNb			0.500	0.500	4495	10671		6673	3.864	9.319	5.456		0.582	1.00	0	0		0			2023-10-24	10:58:12	
102	29	F50 24jul23 0.1	TIC/TC/TNb			0.500	0.500	4482	10656		6609	3.854	9.306	5.453		0.575	1.00	0	0		0			2023-10-24	11:09:17	
103	30	B50 14aug23 0.1	TIC/TC/TNb			0.500	0.500	3470	7179		2649	3.077	6.360	3.283		0.161	1.00	0	0		0			2023-10-24	11:28:45	
104	30	B50 14aug23 0.1	TIC/TC/TNb			0.500	0.500	3178	7250		2739	2.853	6.421	3.567		0.170	1.00	0	0		0			2023-10-24	11:39:20	
105	30	B50 14aug23 0.1	TIC/TC/TNb			0.500	0.500	3284	7159		2666	2.935	6.343	3.409		0.163	1.00	0	0		0			2023-10-24	11:50:06	
106	31	SPK 25	TIC/TC/TNb			0.500	0.500	5870	12384		4721	4.918	10.770	5.852		0.378	1.00	0	0		0			2023-10-24	12:08:54	
107	31	SPK 25	TIC/TC/TNb			0.500	0.500	6579	12836		4760	5.462	11.153	5.690		0.382	1.00	0	0		0		TCpe	2023-10-24	12:24:42	
108	31	SPK 25	TIC/TC/TNb			0.500	0.500	6930	12245		4711	5.731	10.652	4.921		0.377	1.00	0	0		0			2023-10-24	12:36:09	
109	32	DUP 30	TIC/TC/TNb			0.500	0.500	3997	7259		2821	3.481	6.428	2.947		0.179	1.00	0	0		0			2023-10-24	12:54:43	
110	32	DUP 30	TIC/TC/TNb			0.500	0.500	3377	7215		2804	3.005	6.391	3.386		0.177	1.00	0	0		0			2023-10-24	13:04:59	
111	32	DUP 30	TIC/TC/TNb			0.500	0.500	3305	7270		2889	2.951	6.437	3.487		0.186	1.00	0	0		0			2023-10-24	13:15:49	
112	3	Water Blank	TIC/TC/TNb			0.500	0.500	905	783		614	1.109	0.942	0.000		0.000	1.00	0	0		0			2023-10-24	13:33:26	
113	6																1.00									
