Reservoir,Site,Source,DateTime,Obs_waterlevel_from_full_pond_ft,WaterLevel_m,Flag_DateTime,Flag_Obs_waterlevel_from_full_pond_ft
BVR,50,WVWA,2021-06-30 12:00:00,-6.4,11.05,1,0
BVR,50,WVWA,2021-07-07 12:00:00,-6.6,10.99,1,0
BVR,50,VT,2021-07-12 14:28:00,-7,10.87,0,0
BVR,50,WVWA,2021-07-15 12:00:00,-6.8,10.93,1,0
BVR,50,WVWA,2021-07-21 12:00:00,-6.8,10.93,1,0
BVR,50,VT,2021-07-26 10:30:00,-7.1,10.84,0,0
BVR,50,WVWA,2021-07-29 12:00:00,-7,10.87,1,0
BVR,50,WVWA,2021-08-06 12:00:00,-7.4,10.74,1,0
BVR,50,VT,2021-08-09 10:40:00,-7.5,10.71,0,0
BVR,50,WVWA,2021-08-10 12:00:00,-7.4,10.74,1,0
BVR,50,WVWA,2021-08-20 12:00:00,-6.9,10.9,1,0
BVR,50,VT,2021-08-23 10:05:00,-7.25,10.79,0,0
BVR,50,WVWA,2021-08-27 12:00:00,-7.2,10.81,1,0
BVR,50,WVWA,2021-09-05 12:00:00,-7.6,10.68,1,0
BVR,50,VT,2021-09-06 10:35:00,-7.6,10.68,0,0
BVR,50,WVWA,2021-09-17 12:00:00,-8.2,10.5,1,0
BVR,50,VT,2021-09-21 10:55:00,-8.4,10.44,0,0
BVR,50,WVWA,2021-09-24 12:00:00,-7.2,10.81,1,0
BVR,50,WVWA,2021-10-01 12:00:00,-7.2,10.81,1,0
BVR,50,WVWA,2021-10-06 12:00:00,-7.3,10.77,1,0
BVR,50,VT,2021-10-12 12:00:00,-7.7,10.65,0,0
BVR,50,WVWA,2021-10-15 12:00:00,-7.8,10.62,1,0
BVR,50,WVWA,2021-10-22 12:00:00,-7.8,10.62,1,0
BVR,50,WVWA,2021-10-26 12:00:00,-8.4,10.44,1,0
BVR,50,VT,2021-10-26 12:09:00,-8.2,10.5,0,0
BVR,50,WVWA,2021-11-08 12:00:00,-8.6,10.38,1,0
BVR,50,VT,2021-11-09 11:39:00,-8.6,10.38,0,0
BVR,50,WVWA,2021-11-11 12:00:00,-8.6,10.38,1,0
BVR,50,WVWA,2021-11-19 12:00:00,-8.6,10.38,1,0
BVR,50,VT,2021-11-22 10:09:00,-9,10.26,0,0
BVR,50,WVWA,2021-12-03 12:00:00,-9.5,10.1,1,0
BVR,50,VT,2021-12-06 10:27:00,-9.5,10.1,0,0
BVR,50,WVWA,2021-12-10 12:00:00,-9.6,10.07,1,0
BVR,50,WVWA,2021-12-16 12:00:00,-10,9.95,1,0
BVR,50,WVWA,2021-12-23 12:00:00,-10.2,9.89,1,0
BVR,50,WVWA,2021-12-30 12:00:00,-10.2,9.89,1,0
BVR,50,WVWA,2022-01-06 12:00:00,-10.2,9.89,1,0
BVR,50,WVWA,2022-01-26 12:00:00,-10.4,9.83,1,0
BVR,50,VT,2022-01-26 13:45:00,-10.4,9.83,0,0
BVR,50,WVWA,2022-02-02 12:00:00,-10.4,9.83,1,0
BVR,50,WVWA,2022-02-11 12:00:00,-9.8,10.01,1,0
BVR,50,WVWA,2022-02-16 12:00:00,-10,9.95,1,0
BVR,50,VT,2022-02-24 10:43:00,-9.8,10.01,0,0
BVR,50,VT,2022-03-22 11:09:00,-9.6,10.07,0,0
BVR,50,VT,2022-04-12 15:18:00,-9.3,10.17,0,0
BVR,50,VT,2022-05-02 11:06:00,-9.3,10.17,0,0
BVR,50,VT,2022-05-05 14:36:00,-9.4,10.13,0,0
BVR,50,VT,2022-05-09 11:03:00,-9.3,10.17,0,0
BVR,50,VT,2022-05-17 11:50:00,-9.4,10.13,0,0
BVR,50,VT,2022-05-23 10:39:00,-10.2,9.89,0,0
BVR,50,VT,2022-06-07 11:53:00,-11.3,9.56,0,0
BVR,50,VT,2022-06-13 12:59:00,-12.3,9.25,0,0
BVR,50,VT,2022-06-20 12:00:00,NA,NA,1,2
BVR,50,VT,2022-06-27 12:00:00,NA,NA,1,2
BVR,50,VT,2022-07-18 12:00:00,NA,NA,1,2
BVR,50,VT,2022-07-25 12:00:00,NA,NA,1,2
BVR,50,VT,2022-08-08 12:00:00,NA,NA,1,2
BVR,50,VT,2022-08-22 12:00:00,NA,NA,1,2
BVR,50,VT,2022-09-19 12:00:00,NA,NA,1,2
BVR,50,VT,2022-10-11 12:00:00,NA,NA,1,2
BVR,50,VT,2023-03-21 11:58:00,-9.8,10.01,0,0
BVR,50,VT,2023-04-12 11:30:00,-9.5,10.1,0,0
BVR,50,VT,2023-04-24 11:34:00,-9.4,10.13,0,0
BVR,50,VT,2023-05-01 11:17:00,-8.8,10.32,0,0
BVR,50,VT,2023-05-08 11:15:00,-8.6,10.38,0,0
BVR,50,VT,2023-05-22 11:42:00,-8.6,10.38,0,0
BVR,50,VT,2023-05-29 10:40:00,-8.6,10.38,0,0
BVR,50,VT,2023-06-14 11:42:00,-8.8,10.32,0,0
BVR,50,VT,2023-06-19 10:34:00,-8.85,10.3,0,0
BVR,50,VT,2023-06-26 10:01:00,-8.35,10.45,0,0
BVR,50,VT,2023-07-03 10:22:00,-8.55,10.39,0,0
BVR,50,VT,2023-07-17 13:17:00,-8.7,10.35,0,0
BVR,50,VT,2023-07-24 14:13:00,-8.4,10.44,0,0
BVR,50,VT,2023-07-31 10:35:00,-8.9,10.29,0,0
BVR,50,VT,2023-08-07 11:35:00,-8.95,10.27,0,0
BVR,50,VT,2023-08-14 11:40:00,-9.2,10.2,0,0
BVR,50,VT,2023-08-22 11:17:00,-9.5,10.1,0,0
BVR,50,VT,2023-08-29 11:16:00,-9.8,10.01,0,0
BVR,50,VT,2023-09-05 11:20:00,-10.1,9.92,0,0
BVR,50,VT,2023-09-12 11:43:00,-10.3,9.86,0,0
BVR,50,VT,2023-09-18 11:34:00,-10.4,9.83,0,0
BVR,50,VT,2023-09-26 11:58:00,-10.5,9.8,0,0
BVR,50,VT,2023-10-03 11:14:00,-10.7,9.74,0,0
BVR,50,VT,2023-10-09 11:12:00,-11,9.65,0,0
BVR,50,VT,2023-10-17 10:45:00,-11.3,9.56,0,0
BVR,50,VT,2023-10-24 11:55:00,-11.4,9.53,0,0
BVR,50,VT,2023-10-31 11:43:00,-11.7,9.43,0,0
BVR,50,VT,2023-11-06 11:07:00,-11.9,9.37,0,0
BVR,50,VT,2023-11-14 11:26:00,-12.15,9.3,0,0
BVR,50,VT,2023-12-04 10:16:00,-12.4,9.22,0,0
