Reservoir,Site,DateTime,Depth_m,TLi_mgL,SLi_mgL,TNa_mgL,SNa_mgL,TMg_mgL,SMg_mgL,TAl_mgL,SAl_mgL,TSi_mgL,SSi_mgL,TK_mgL,SK_mgL,TCa_mgL,SCa_mgL,TFe_mgL,SFe_mgL,TMn_mgL,SMn_mgL,TCu_mgL,SCu_mgL,TSr_mgL,SSr_mgL,TBa_mgL,SBa_mgL,Flag_DateTime,Flag_TLi_mgL,Flag_SLi_mgL,Flag_TNa_mgL,Flag_SNa_mgL,Flag_TMg_mgL,Flag_SMg_mgL,Flag_TAl_mgL,Flag_SAl_mgL,Flag_TSi_mgL,Flag_SSi_mgL,Flag_TK_mgL,Flag_SK_mgL,Flag_TCa_mgL,Flag_SCa_mgL,Flag_TFe_mgL,Flag_SFe_mgL,Flag_TMn_mgL,Flag_SMn_mgL,Flag_TCu_mgL,Flag_SCu_mgL,Flag_TSr_mgL,Flag_SSr_mgL,Flag_TBa_mgL,Flag_SBa_mgL
FCR,1,2024-05-13 12:00:00,0.1,5e-4,5e-4,3.1649000000000003,3.2754000000000003,2.2651999999999997,2.3118000000000003,0.052899999999999996,0.0242,7.3946000000000005,7.516,1.1637,1.1985999999999999,7.422899999999999,7.49,0.359,0.09609999999999999,0.0571,0.032799999999999996,0.0021000000000000003,0.0013,0.0287,0.0289,0.023600000000000003,0.0225,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,100,2024-05-13 12:00:00,0.1,5e-4,5e-4,3.5970999999999997,3.6481999999999997,1.4011,1.4094,0.1151,0.0249,11.6699,11.6846,0.9216,0.9302999999999999,3.1214,3.119,2.8458,1.4515,0.1036,0.09029999999999999,0.001,0.001,0.0201,0.0198,0.0263,0.025,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,200,2024-05-13 12:00:00,0.1,6e-4,6e-4,3.5778000000000003,3.5653,0.9554,0.9405,0.07390000000000001,0.0241,11.371799999999999,11.4598,1.091,1.0800999999999998,2.5738000000000003,2.4938000000000002,0.1206,0.0175,0.0235,0.0107,0.001,0.001,0.0165,0.0162,0.019600000000000003,0.0181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-05-20 09:53:00,0.1,8e-4,6e-4,3.2565999999999997,3.258,0.9546,0.8977,0.1699,0.024300000000000002,10.7264,10.5974,1.1162,1.0846,2.5843000000000003,2.408,0.2796,0.01,0.0439,0.0037,0.001,0.001,0.0171,0.0162,0.0229,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
FCR,50,2024-05-20 10:53:00,0.1,5e-4,5e-4,3.046,3.0504000000000002,1.0226,1.0058,0.0144,0.009699999999999999,7.1918999999999995,7.234100000000001,0.9188999999999999,0.9242,2.2999,2.2328,0.2577,0.052,0.0189,0.0045,0.0011,0.001,0.0152,0.015,0.0149,0.0157,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,1,2024-05-20 11:03:00,0.1,5e-4,5e-4,3.1974,4.0826,1.6795,1.6785,0.0344,0.0115,7.505,7.4903,1.0980999999999999,0.9308,5.0848,5.1734,0.2562,0.039299999999999995,0.0305,0.014,0.0021000000000000003,0.001,0.0228,0.022699999999999998,0.0175,0.0135,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-05-20 11:07:00,1.6,5e-4,5e-4,3.0867,3.0631,1.0517,1.0254,0.0166,0.0105,7.474600000000001,7.369800000000001,0.9488,0.9439,2.371,2.3105,0.3437,0.060700000000000004,0.023,0.0036,0.0014,0.001,0.0157,0.0152,0.0161,0.0155,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-05-20 11:29:00,3.8,5e-4,5e-4,3.0745999999999998,3.0893,1.0315,1.0183,0.0176,0.011300000000000001,7.371899999999999,7.239199999999999,0.9907999999999999,1.017,2.3319,2.2904,0.4074,0.052399999999999995,0.0498,0.0029,0.0021000000000000003,0.0016,0.015300000000000001,0.015300000000000001,0.019,0.0213,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-20 11:33:00,0.1,5e-4,5e-4,2.2382,2.2265,0.7787000000000001,0.7306,0.045200000000000004,0.0225,5.638199999999999,5.5857,1.3459,1.3174000000000001,1.6816,1.5127000000000002,0.3949,0.19,0.0455,0.0052,0.001,0.001,0.0116,0.0108,0.0173,0.0134,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-20 11:45:00,5,5e-4,5e-4,3.037,3.0489,1.0722,1.0664,0.0183,0.0104,7.5398000000000005,7.5206,1.0822,1.1071,2.5138000000000003,2.4894000000000003,1.1665999999999999,0.1009,0.44839999999999997,0.387,0.0023,0.0017,0.0165,0.0166,0.0324,0.0334,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-20 11:48:00,3,5e-4,5e-4,2.2653000000000003,2.3202,0.8112,0.8062,0.0344,0.0166,5.6773,5.708699999999999,1.3580999999999999,1.4169,1.7726,1.7412999999999998,0.43410000000000004,0.18669999999999998,0.0731,0.0146,0.001,0.001,0.0124,0.0123,0.023899999999999998,0.0222,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-20 11:54:00,6,5e-4,5e-4,2.2383,2.3268,0.8066,0.8054,0.0173,0.015,5.5616,5.5744,1.4481,1.5408,1.7527000000000001,1.7735999999999998,0.38089999999999996,0.1264,0.3302,0.2832,0.001,0.001,0.0124,0.0124,0.0361,0.0285,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-20 11:57:00,6.2,5e-4,5e-4,3.0685,3.1135,1.0884,1.0879,0.015300000000000001,0.0178,7.650399999999999,7.6998999999999995,1.1119,1.3827,2.5387,2.5428,1.3436,0.0925,0.525,0.4583,0.0022,0.0016,0.0167,0.016800000000000002,0.0342,0.0334,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-20 12:03:00,9,5e-4,5e-4,2.2759,2.3104,0.8617999999999999,0.87,0.023100000000000002,0.019899999999999998,5.989199999999999,6.0433,1.4932999999999998,1.5321,1.9385999999999999,1.9704000000000002,6.0587,7.2873,1.334,1.4154,0.001,0.001,0.0141,0.0145,0.0629,0.06720000000000001,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-20 12:08:00,8,5e-4,5e-4,3.0536,3.0924,1.0833,1.0844,0.014199999999999999,0.0096,7.6973,7.6546,1.098,1.3925,2.541,2.517,1.3616,0.09190000000000001,0.5282,0.4556,0.0022,0.0014,0.0169,0.0167,0.0344,0.0337,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-20 12:17:00,9,5e-4,5e-4,3.084,3.1153000000000004,1.0859,1.08,0.0147,0.0112,7.7168,7.6553,1.0937999999999999,1.3497999999999999,2.5255,2.5174000000000003,1.3560999999999999,0.0882,0.5251,0.4578,0.0022,0.0017,0.0167,0.016800000000000002,0.0345,0.032799999999999996,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-27 10:06:00,0.1,5e-4,5e-4,3.027,3.0598,1.0247,1.0756,0.015300000000000001,0.013,7.3609,7.4225,0.912,0.9457000000000001,2.3571,2.6158,0.1832,0.0573,0.013099999999999999,0.0089,0.001,0.001,0.015300000000000001,0.0152,0.0147,0.0155,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-27 10:40:00,0.1,5e-4,5e-4,2.3026,2.2929,0.7663,0.7059,0.053700000000000005,0.0257,5.6307,5.6396999999999995,1.3779000000000001,1.3504,1.7210999999999999,1.5229000000000001,0.5324,0.2024,0.0567,0.0032,0.0014,0.002,0.0116,0.0107,0.0176,0.012199999999999999,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-27 10:48:00,3,5e-4,5e-4,2.2386,2.3109,0.793,0.7806000000000001,0.037899999999999996,0.0165,5.7447,5.688,1.3252000000000002,1.377,1.7914,1.7701,0.5495,0.1402,0.0704,0.0043,0.001,0.001,0.0124,0.011800000000000001,0.0225,0.016800000000000002,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-27 11:10:00,6,5e-4,5e-4,2.2117,2.2725999999999997,0.7963,0.8081,0.0184,0.011300000000000001,5.604,5.587899999999999,1.4265999999999999,1.462,1.8260999999999998,1.8351,0.5065,0.2396,0.3417,0.3241,0.001,0.001,0.0126,0.0127,0.033100000000000004,0.030199999999999998,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-27 11:15:00,0.1,5e-4,5e-4,3.027,3.0598,1.0247,1.0756,0.015300000000000001,0.013,7.3609,7.4225,0.912,0.9457000000000001,2.3571,2.6158,0.1832,0.0573,0.013099999999999999,0.0089,0.001,0.001,0.015300000000000001,0.0152,0.0147,0.0155,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-27 11:19:00,9,5e-4,5e-4,2.2444,2.33,0.8532000000000001,0.8646,0.0214,0.0238,6.1313,6.115399999999999,1.4954,1.5700999999999998,2.0147,2.0723000000000003,6.8849,6.862,1.3535,1.3497000000000001,0.001,0.001,0.0145,0.0148,0.0611,0.0627,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-27 11:30:00,1.6,5e-4,5e-4,3.0596,3.0509,1.0468,1.0375999999999999,0.013800000000000002,0.0112,7.4678,7.5106,0.9314,0.9173,2.404,2.4004000000000003,0.2064,0.0696,0.015099999999999999,0.0052,0.001,0.001,0.0156,0.0154,0.015099999999999999,0.0152,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-27 11:40:00,3.8,5e-4,5e-4,3.041,3.0465999999999998,1.0226,1.0194,0.0167,0.0092,7.4463,7.458,0.9907,0.9586,2.3618,2.3376,0.2412,0.0342,0.030699999999999998,0.0036,0.0016,0.001,0.015300000000000001,0.0152,0.019399999999999997,0.0178,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-05-27 11:50:00,5,5e-4,5e-4,3.0431999999999997,3.0729,1.1737,1.0875,0.018,0.0124,7.6536,7.7509,1.067,1.0976,2.7672,2.6358,1.4293,0.1133,0.5169,0.44680000000000003,0.0017,0.001,0.0172,0.0171,0.0341,0.032799999999999996,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-05-27 11:57:00,6.2,5e-4,5e-4,3.0341,3.037,1.0700999999999998,1.0744,0.019100000000000002,0.011300000000000001,7.6238,7.749,1.091,1.0766,2.6041999999999996,2.5845,1.4057,0.0733,0.4825,0.4365,0.002,0.001,0.016800000000000002,0.017,0.0344,0.0329,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,1,2024-05-27 12:00:00,0.1,5e-4,5e-4,3.0387,3.0522,1.6794,1.65,0.0638,0.0134,7.5443,7.567399999999999,1.0611,1.0431,5.1443,5.1007,0.3861,0.07640000000000001,0.048799999999999996,0.0159,0.0018,0.001,0.0232,0.023100000000000002,0.018699999999999998,0.0179,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,100,2024-05-27 12:00:00,0.1,8e-4,7e-4,3.2106999999999997,3.266,0.94,0.9286,0.12390000000000001,0.021,10.4205,10.5431,1.1967,1.2129,2.7009000000000003,2.5893,0.1973,0.01,0.0304,0.0033,0.001,0.001,0.0176,0.016800000000000002,0.0218,0.0185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
FCR,50,2024-05-27 12:05:00,8,5e-4,5e-4,3.0529,6.9547,1.077,1.0732000000000002,0.0273,0.011,7.6902,7.8282,1.0812,1.0811,2.6142,2.5972,1.5483,0.1146,0.5277999999999999,0.43089999999999995,0.0018,0.001,0.017,0.016800000000000002,0.0346,0.032,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-05-27 12:10:00,9,5e-4,5e-4,3.0237,2.9877,1.0817999999999999,1.0695,0.015300000000000001,0.0089,7.6627,7.6605,1.0983,1.0786,2.64,2.5906,1.8945,0.0923,0.6701,0.5455,0.0019,0.001,0.0174,0.0171,0.039,0.0355,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-03 10:00:00,0.1,5e-4,5e-4,3.0837,3.1205,1.0497,1.0513,0.015,0.013,7.7105,7.675,0.9362999999999999,0.9385,2.4353000000000002,2.414,0.2703,0.1331,0.0181,0.0063,0.001,0.001,0.0158,0.0159,0.0162,0.0197,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-06-03 10:08:00,1.6,5e-4,5e-4,3.1374,3.1381,1.0634000000000001,1.0435,0.0156,0.0123,7.7764,7.6921,0.9479,0.9749,2.4781,2.4146,0.2726,0.124,0.0171,0.0107,0.001,0.002,0.016,0.0158,0.0161,0.018600000000000002,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
FCR,50,2024-06-03 10:20:00,3.8,5e-4,5e-4,3.0606,3.0452,1.0391,1.0299,0.016300000000000002,0.0116,7.519699999999999,7.73,0.9927999999999999,0.9717,2.4173,2.4122,0.3029,0.104,0.0565,0.019600000000000003,0.0017,0.0011,0.0159,0.0158,0.0219,0.019399999999999997,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-03 10:24:00,5,5e-4,5e-4,3.0344,3.094,1.0657999999999999,1.0588,0.012,0.0107,7.5584,7.8215,1.0279,1.0347,2.5271,2.4981999999999998,0.5961000000000001,0.15109999999999998,0.2773,0.17959999999999998,0.0014,0.001,0.016800000000000002,0.0165,0.0288,0.0249,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-03 10:32:00,6.2,5e-4,5e-4,3.0412,3.2540999999999998,1.0907,1.0827,0.0132,0.0087,8.0741,7.9608,1.0599,1.207,2.6255,2.6115999999999997,1.3159,0.1363,0.505,0.4752,0.0016,0.0016,0.0174,0.0173,0.0345,0.036,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-03 10:35:00,8,5e-4,5e-4,3.0212,3.1089,1.1008,1.1175,0.013800000000000002,0.010199999999999999,8.0728,8.0983,1.0914000000000001,1.1389,2.7020999999999997,2.7946999999999997,1.9593,0.1678,0.7589,0.7094,0.0017,0.0011,0.0178,0.0179,0.042,0.040299999999999996,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-03 10:40:00,9,5e-4,5e-4,3.0145999999999997,3.0895,1.1022,1.1005999999999998,0.0144,0.011300000000000001,7.9867,8.1046,1.0908,1.139,2.7087,2.7019,2.0841,0.1168,0.7922,0.7361,0.0018,0.001,0.018,0.018,0.0429,0.0421,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
BVR,50,2024-06-03 12:00:00,0.1,5e-4,5e-4,2.2915,2.3768000000000002,0.7866000000000001,0.7303,0.03,0.0172,5.7846,5.7623,1.3503,1.4775999999999998,1.7824,1.5756,0.6581,0.16440000000000002,0.0616,0.0018,0.001,0.0031,0.0121,0.0111,0.0188,0.0125,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
BVR,50,2024-06-03 12:00:00,3,5e-4,5e-4,2.2306,2.4923,0.8161,0.7992,0.023100000000000002,0.013099999999999999,5.7277,5.7234,1.3829,1.5365,1.7439,1.6976,0.576,0.081,0.2004,0.10909999999999999,0.001,0.001,0.0125,0.012,0.034,0.025,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-03 12:00:00,6,5e-4,5e-4,2.2169,2.2445999999999997,0.8072,0.8129,0.0166,0.0125,5.614199999999999,5.6191,1.4158,1.4456,1.835,1.9095,1.048,0.976,0.4767,0.49710000000000004,0.001,0.001,0.013,0.013,0.0348,0.0343,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-03 12:00:00,9,5e-4,5e-4,2.2331,2.2371,0.8533,0.8509,0.0195,0.0183,6.1261,6.0841,1.4910999999999999,1.5030999999999999,2.0094000000000003,2.0185999999999997,8.122399999999999,7.878,1.3335,1.3277,0.001,0.001,0.0145,0.0147,0.0637,0.0638,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-06-03 12:00:00,0.1,5e-4,5e-4,3.1475999999999997,3.1753,2.4766,2.459,0.0567,0.013300000000000001,7.561100000000001,7.612100000000001,1.1781,1.1797,8.018699999999999,8.078,0.4551,0.0993,0.07,0.038799999999999994,0.0019,0.001,0.031,0.0314,0.024,0.0237,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,100,2024-06-03 12:00:00,0.1,NA,7e-4,NA,3.6435,NA,1.0002,NA,0.0159,NA,11.5108,NA,1.1903,NA,2.8127,NA,0.01,NA,0.008,NA,0.001,NA,0.0183,NA,0.019100000000000002,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3,1,0,1,3,1,0,1,0
FCR,100,2024-06-10 10:03:00,0.1,7e-4,7e-4,3.8439,4.663600000000001,1.045,1.0347,0.068,0.0149,11.7817,11.899799999999999,1.3773,1.0513,2.9415,2.9160999999999997,0.12869999999999998,0.01,0.0294,0.009699999999999999,0.001,0.001,0.0188,0.0185,0.0212,0.015099999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
BVR,50,2024-06-10 10:15:00,0.1,5e-4,5e-4,2.3039,3.0212,0.7945,0.786,0.0215,0.0145,5.8601,5.9414,1.3809,1.0148,1.7982,1.744,0.5677000000000001,0.2475,0.0441,0.0018,0.001,0.001,0.012199999999999999,0.0107,0.018,0.0053,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-10 10:25:00,3,5e-4,5e-4,2.2898,2.94,0.8324,0.8513,0.018,0.013800000000000002,5.9335,5.9366,1.3618,1.5996,1.4817,1.5299,0.6396000000000001,0.14909999999999998,0.2486,0.2288,0.001,0.001,0.011,0.0106,0.0259,0.0116,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-10 10:35:00,6,5e-4,5e-4,2.2115,2.5829,0.8166,0.8211,0.015,0.0121,5.7326999999999995,5.6486,1.4425999999999999,1.4442000000000002,1.9110999999999998,1.9607,1.5254,1.2036,0.5646,0.5834,0.001,0.001,0.0135,0.0134,0.038,0.032,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-10 10:40:00,9,5e-4,5e-4,2.2314000000000003,2.5176999999999996,0.8423999999999999,0.8393999999999999,0.0149,0.0116,6.1031,6.016,1.4678,1.4901,1.9784000000000002,2.0261,6.2503,5.7183,1.0747,1.0669000000000002,0.001,0.001,0.014199999999999999,0.0143,0.0567,0.0522,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-06-10 10:40:00,0.1,5e-4,5e-4,3.1182,4.4401,1.0559,1.0685,0.0127,0.013099999999999999,7.6261,7.6126000000000005,0.9211,1.7362,2.4301,2.494,0.276,0.1291,0.0185,0.008,0.001,0.0032,0.016,0.0158,0.0161,0.014,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
FCR,50,2024-06-10 10:50:00,1.6,5e-4,5e-4,3.144,3.3947,1.064,1.0564,0.013800000000000002,0.0099,7.6158,7.5602,0.9217000000000001,0.9579,2.4383000000000004,2.4315,0.2864,0.1295,0.019100000000000002,0.0056,0.001,0.001,0.0159,0.0155,0.0159,0.013099999999999999,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-06-10 11:05:00,3.8,5e-4,5e-4,3.0925,3.4011,1.0525,1.0684,0.015099999999999999,0.013300000000000001,7.59,7.7074,0.9708,1.0054,2.4600999999999997,2.5023,0.3206,0.10679999999999999,0.0445,0.027600000000000003,0.0015,0.001,0.016300000000000002,0.0162,0.019899999999999998,0.02,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-10 11:10:00,5,5e-4,5e-4,3.0429,3.3310999999999997,1.07,1.0776,0.0145,0.0105,7.9055,7.9271,1.0304,1.0546,2.5606999999999998,2.6134,0.7868999999999999,0.206,0.3354,0.37489999999999996,0.0016,0.001,0.0169,0.0169,0.030699999999999998,0.0265,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-10 11:14:00,6.2,5e-4,5e-4,3.0448000000000004,3.383,1.095,1.11,0.013800000000000002,0.0106,8.132,8.0181,1.0466,1.0873,2.6557,2.7039,1.6718,0.32289999999999996,0.5671,0.5512999999999999,0.0015,0.001,0.0178,0.0178,0.037200000000000004,0.032799999999999996,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-10 11:20:00,8,5e-4,5e-4,3.0435,3.2636,1.1168,1.1109,0.0152,0.009800000000000001,8.0227,8.2898,1.0920999999999998,1.1308,2.7375,2.7699000000000003,2.2428000000000003,0.4753,0.8237000000000001,0.8645,0.0016,0.001,0.0183,0.0184,0.045399999999999996,0.0421,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-10 11:23:00,9,5e-4,5e-4,3.0053,3.358,1.1044,1.1157000000000001,0.0124,0.0116,8.12,8.1378,1.0917000000000001,1.1309,2.7355,2.7809,2.3499,0.459,0.8709,0.8714,0.0016,0.001,0.0183,0.0185,0.046200000000000005,0.0433,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,1,2024-06-10 11:53:00,0.1,5e-4,5e-4,3.2201,3.2325,2.9491,2.868,0.084,0.0106,7.7386,7.610600000000001,1.2882,1.2687,9.755700000000001,9.511299999999999,0.7547999999999999,0.1345,0.1157,0.0517,0.0028,0.001,0.0359,0.0353,0.0298,0.0277,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
BVR,50,2024-06-18 12:00:00,0.1,5e-4,5e-4,2.3442,6.4441999999999995,0.7983,0.69,0.026199999999999998,0.0146,6.062399999999999,6.116899999999999,1.4054,0.709,1.8007,1.6189,0.5458999999999999,0.32539999999999997,0.028,0.0045,0.001,0.001,0.012199999999999999,0.0099,0.0172,0.005,1,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-18 12:00:00,3,5e-4,5e-4,2.2756,2.267,0.8646,0.8572000000000001,0.0157,0.023899999999999998,6.0699,5.9663,1.3968,1.6565,1.7327000000000001,1.6610999999999998,0.8981,0.08170000000000001,0.7187,0.6734,0.001,0.001,0.0127,0.0123,0.0224,0.0223,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-18 12:00:00,6,5e-4,5e-4,2.2011,2.2876999999999996,0.8232999999999999,0.8387,0.0145,0.0146,5.6633000000000004,5.7688999999999995,1.459,2.1902,1.9324000000000001,1.9833,2.2039,2.087,0.6907000000000001,0.7048,0.001,0.001,0.013699999999999999,0.0141,0.041299999999999996,0.042,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-18 12:00:00,9,5e-4,5e-4,2.2339,2.2254,0.8603999999999999,0.8547,0.0176,0.0132,6.2646999999999995,6.3054,1.4758,1.5711,2.0353,2.0699,8.9099,8.4565,1.2538,1.2564000000000002,0.001,0.001,0.0147,0.015099999999999999,0.062299999999999994,0.0627,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-06-18 12:00:00,0.1,5e-4,5e-4,3.2116,3.2828000000000004,2.9888000000000003,2.9715,0.0391,0.0101,7.842,7.902699999999999,1.3009000000000002,1.3027,10.1198,9.8205,0.6072000000000001,0.1512,0.09659999999999999,0.0528,0.0024,0.001,0.0366,0.0354,0.0293,0.0265,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-18 12:00:00,0.1,5e-4,5e-4,3.2001999999999997,3.7839,1.0626,0.9867999999999999,0.0171,0.0175,7.5528,7.8385,0.9407000000000001,0.8422000000000001,2.4374000000000002,2.2279,0.3469,0.1755,0.020399999999999998,0.0028,0.0011,0.0028,0.0159,0.013800000000000002,0.0152,0.0095,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-18 12:00:00,1.6,5e-4,5e-4,3.2123000000000004,3.7105,1.0702,1.0348,0.0167,0.0126,7.6643,7.804600000000001,0.9508,0.8364,2.4242,2.2968,0.3542,0.1586,0.0209,0.0021000000000000003,0.0011,0.0013,0.0157,0.0145,0.0149,0.008199999999999999,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-18 12:00:00,3.8,5e-4,5e-4,3.1155999999999997,3.5849,1.0728,1.0995,0.0123,0.0115,7.833600000000001,7.855899999999999,0.9906,1.0555999999999999,2.55,2.6338000000000004,0.3705,0.10990000000000001,0.0599,0.029,0.0015,0.0017,0.0167,0.0165,0.0217,0.017,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-18 12:00:00,5,5e-4,5e-4,3.0311999999999997,3.4373,1.0835,1.1076,0.0089,0.0096,8.0425,8.0061,1.0540999999999998,1.1947999999999999,2.6174,2.7,0.8561,0.18680000000000002,0.3604,0.3452,0.0017,0.0017,0.0174,0.0176,0.032799999999999996,0.030100000000000002,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
