Reservoir,Site,DateTime,Depth_m,TLi_mgL,SLi_mgL,TNa_mgL,SNa_mgL,TMg_mgL,SMg_mgL,TAl_mgL,SAl_mgL,TSi_mgL,SSi_mgL,TK_mgL,SK_mgL,TCa_mgL,SCa_mgL,TFe_mgL,SFe_mgL,TMn_mgL,SMn_mgL,TCu_mgL,SCu_mgL,TSr_mgL,SSr_mgL,TBa_mgL,SBa_mgL,Flag_DateTime,Flag_TLi_mgL,Flag_SLi_mgL,Flag_TNa_mgL,Flag_SNa_mgL,Flag_TMg_mgL,Flag_SMg_mgL,Flag_TAl_mgL,Flag_SAl_mgL,Flag_TSi_mgL,Flag_SSi_mgL,Flag_TK_mgL,Flag_SK_mgL,Flag_TCa_mgL,Flag_SCa_mgL,Flag_TFe_mgL,Flag_SFe_mgL,Flag_TMn_mgL,Flag_SMn_mgL,Flag_TCu_mgL,Flag_SCu_mgL,Flag_TSr_mgL,Flag_SSr_mgL,Flag_TBa_mgL,Flag_SBa_mgL
FCR,50,2024-04-08 11:25:00,1.6,5e-4,5e-4,2.9611,3.1315,0.9893,1.006,0.0136,0.0181,5.9546,6.0093000000000005,0.9921,1.0614000000000001,2.2910999999999997,2.3571,0.1785,0.0201,0.0241,0.0026,0.0016,0.0012,0.0148,0.015,0.0169,0.0148,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 11:30:00,3.8,5e-4,5e-4,2.9964,3.3264,1.0002,1.0168,0.0298,0.0148,6.214300000000001,6.189,1.0207,1.0298,2.3281,2.372,0.2071,0.0233,0.0325,0.0011,0.0017,0.001,0.015,0.015,0.0176,0.015,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-08 11:39:00,5,5e-4,5e-4,2.9905999999999997,3.3611999999999997,0.9992000000000001,1.0099,0.0264,0.0166,6.2746,6.2043,1.014,0.9779,2.3168,2.3843,0.2444,0.0298,0.05,0.0021000000000000003,0.0019,0.0013,0.0149,0.015099999999999999,0.018,0.0147,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 12:00:00,6.2,5e-4,5e-4,2.9858000000000002,3.2557,1.0046,1.0171000000000001,0.0249,0.018,6.2056000000000004,6.2303999999999995,1.021,1.0259,2.338,2.3608000000000002,0.2803,0.0346,0.0772,0.0056,0.0021000000000000003,0.0012,0.015099999999999999,0.015099999999999999,0.018600000000000002,0.0156,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 12:06:00,8,5e-4,5e-4,3.0468,3.3318000000000003,1.0366,1.0331,0.0249,0.0123,6.291,6.2936000000000005,1.0574000000000001,1.0764,2.3756999999999997,2.4261999999999997,0.36769999999999997,0.0485,0.13340000000000002,0.023100000000000002,0.0025,0.0015,0.0154,0.0154,0.0202,0.0167,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-08 12:16:00,9,5e-4,5e-4,2.9957,3.2885999999999997,1.0206,1.0215,0.022699999999999998,0.016800000000000002,6.2732,6.1475,1.05,1.064,2.3748,2.42,0.369,0.047700000000000006,0.136,0.0235,0.0026,0.0015,0.0154,0.0156,0.020300000000000002,0.017,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 09:40:00,0.1,5e-4,5e-4,2.9421999999999997,3.209,0.9813,0.9778,0.027100000000000003,0.0126,6.2408,6.278,0.9537,0.9567,2.2594000000000003,2.2865,0.1663,0.0282,0.018600000000000002,0.0019,0.0014,0.001,0.0145,0.0145,0.0173,0.0135,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-15 09:47:00,1.6,5e-4,5e-4,2.9604,3.2798000000000003,0.9849,1.0003,0.0282,0.0175,6.3638,6.3173,0.9658,0.9515,2.2701,2.3091999999999997,0.161,0.0288,0.019,0.0019,0.0014,0.001,0.0149,0.0147,0.0172,0.0135,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-15 09:53:00,3.8,5e-4,5e-4,2.9871,3.212,0.9856,0.9921,0.0304,0.018699999999999998,6.3107,6.2822,0.9722000000000001,0.9702999999999999,2.2734,2.3008,0.1724,0.0233,0.0238,0.0011,0.0016,0.0011,0.0147,0.0147,0.0182,0.0147,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 10:00:00,5,5e-4,5e-4,2.9566999999999997,3.3474,0.9791,0.9831,0.0254,0.0165,6.2008,6.3039,0.9722000000000001,0.9438,2.297,2.3297,0.1977,0.0185,0.0399,0.001,0.0018,0.0012,0.0149,0.0147,0.0185,0.013800000000000002,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 10:07:00,6.2,5e-4,5e-4,2.9817,3.3167,1.0059,1.0161,0.0286,0.0154,6.4421,6.405,1.0132,1.0038,2.3087,2.4205,0.3058,0.0247,0.1037,0.0208,0.0022,0.0014,0.0152,0.015300000000000001,0.0209,0.017,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 10:13:00,8,5e-4,5e-4,2.9566,3.1933000000000002,1.0172999999999999,1.0225,0.0212,0.0158,6.3797,6.3925,1.0315999999999999,1.053,2.4045,2.4435,0.336,0.0312,0.1357,0.0351,0.0023,0.0015,0.0155,0.0158,0.0211,0.0201,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-15 10:20:00,9,5e-4,5e-4,2.9486999999999997,3.2263,1.0065,1.0328,0.0207,0.0135,6.4286,6.4089,1.0199,1.0362,2.3781999999999996,2.5086,0.3685,0.0351,0.1555,0.037700000000000004,0.0024,0.0015,0.0155,0.0156,0.0218,0.0181,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-04-15 10:30:00,0.1,5e-4,5e-4,2.1263,2.5351999999999997,0.7386,0.7517999999999999,0.0713,0.026199999999999998,5.3067,5.4017,1.2878,1.3337999999999999,1.6662000000000001,1.6937,0.4517,0.19030000000000002,0.0767,0.05,0.001,0.001,0.0115,0.0115,0.0233,0.016800000000000002,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-04-15 10:42:00,3,5e-4,5e-4,2.1523000000000003,2.7043000000000004,0.7404,0.7549,0.0729,0.0253,5.4067,5.402399999999999,1.2761,1.3758,1.6481,1.717,0.4536,0.1889,0.0767,0.0435,0.001,0.001,0.0116,0.0114,0.023100000000000002,0.0165,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-04-15 10:52:00,0.1,6e-4,6e-4,3.0545999999999998,3.346,0.8028,0.8127000000000001,0.0628,0.0229,9.4342,9.4825,0.9306,0.9302,2.2142,2.2644,0.060700000000000004,0.01,0.011,0.0047,0.001,0.001,0.0147,0.0147,0.0181,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
BVR,50,2024-04-15 10:55:00,6,5e-4,5e-4,2.1545,2.6336999999999997,0.7512000000000001,0.7607,0.0694,0.0221,5.400600000000001,5.4266000000000005,1.3128,1.3336,1.6827,1.7255,0.49839999999999995,0.1966,0.1009,0.0493,0.0013,0.001,0.011699999999999999,0.0115,0.0256,0.0172,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
BVR,50,2024-04-15 11:02:00,9,5e-4,5e-4,2.1555999999999997,2.8413000000000004,0.7506,0.7745,0.0644,0.024,5.3834,5.4449,1.309,1.1750999999999998,1.6856,1.8103,0.7569,0.29969999999999997,0.126,0.081,0.001,0.001,0.011800000000000001,0.011699999999999999,0.0259,0.0166,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-04-15 11:49:00,0.1,5e-4,5e-4,2.9941999999999998,3.7876999999999996,1.3159,1.3349000000000002,0.0363,0.0177,6.5744,6.552,1.0257,0.8785,3.7455,3.7245,0.1918,0.0277,0.0237,0.0077,0.0016,0.001,0.0193,0.019399999999999997,0.0184,0.0148,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,100,2024-04-22 09:50:00,0.1,6e-4,6e-4,3.4664,3.2329,0.9124,0.8426,0.0055,0.0188,10.6861,10.1763,0.9498,0.9022,2.4054,2.2954,0.01,0.01,1e-4,0.005,0.001,0.001,0.0159,0.0152,0.0154,0.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0
FCR,50,2024-04-22 11:50:00,0.1,5e-4,5e-4,3.0593000000000004,3.0721,1.0055,1.0066,0.0329,0.0252,6.7535,6.6197,1.0183,1.0301,2.3541999999999996,2.3679,0.18419999999999997,0.0362,0.0225,0.0035,0.0023,0.0016,0.015099999999999999,0.0152,0.0181,0.0184,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,1,2024-04-22 12:00:00,0.1,6e-4,5e-4,3.0794,3.3289,1.6767,1.6174000000000002,0.12290000000000001,0.0169,6.9098999999999995,6.837899999999999,1.1,1.0475999999999999,4.916399999999999,4.8422,0.6484,0.052,0.0828,0.0171,0.0032,0.0011,0.0238,0.0233,0.0368,0.0189,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:06:00,1.6,5e-4,5e-4,3.0074,3.0372,1.0043,0.9945,0.0202,0.0171,6.8636,6.7835,0.9386,0.9448,2.3476999999999997,2.3121,0.1603,0.0367,0.0206,0.0031,0.0013,0.001,0.0152,0.015,0.0174,0.0166,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-22 12:15:00,3.8,5e-4,5e-4,3.0358,3.0410999999999997,1.015,0.9931,0.023399999999999997,0.0173,6.5352,6.4785,1.046,1.0023,2.3583000000000003,2.3129,0.1212,0.01,0.0202,0.0011,0.0024,0.0011,0.0152,0.015099999999999999,0.0202,0.019899999999999998,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:23:00,5,5e-4,5e-4,2.9865999999999997,2.997,1.0211000000000001,1.0247,0.0195,0.0197,6.7177,6.7028,1.0243,1.0259,2.4151,2.4406999999999996,0.38880000000000003,0.0218,0.1361,0.0354,0.0022,0.0014,0.0157,0.0158,0.0233,0.0214,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:34:00,6.2,5e-4,5e-4,3.0404,2.9991999999999996,1.041,1.0243,0.0247,0.013300000000000001,6.8673,6.679600000000001,1.081,1.0248,2.473,2.4019,0.6123,0.051,0.2027,0.07590000000000001,0.0026,0.0014,0.016,0.0156,0.024300000000000002,0.0224,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:43:00,8,5e-4,5e-4,2.9892,3.0773,1.0368,1.0474,0.0176,0.0235,6.8371,6.866899999999999,1.0380999999999998,1.0575,2.4613,2.4837,0.5852,0.0432,0.2407,0.0984,0.0023,0.0015,0.016,0.016,0.0248,0.023399999999999997,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-22 12:52:00,9,5e-4,5e-4,3.0061,3.0011,1.0352999999999999,1.0345,0.0224,0.0161,6.7626,6.8115,1.0420999999999998,1.0382,2.4576,2.457,0.6032000000000001,0.0448,0.2535,0.1031,0.0024,0.0014,0.016,0.016300000000000002,0.0254,0.023600000000000003,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-29 09:50:00,0.1,5e-4,5e-4,3.0412,3.4875,1.0206,1.039,0.0215,0.0171,6.9333,6.8717,0.9174,0.8611,2.3509,2.4251,0.1933,0.0721,0.013699999999999999,0.0024,0.0013,0.001,0.015300000000000001,0.0156,0.0172,0.013,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-29 09:57:00,1.6,5e-4,5e-4,3.0363,3.4398,1.0116,1.0317,0.0177,0.0181,6.8988000000000005,6.9611,0.9202,0.9116000000000001,2.3672,2.4227,0.18230000000000002,0.0681,0.0136,0.0021000000000000003,0.0013,0.001,0.0154,0.0155,0.017,0.0135,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-29 10:05:00,3.8,5e-4,5e-4,2.9802,3.3801,0.9977999999999999,1.018,0.024399999999999998,0.015300000000000001,6.8261,6.789,0.9641000000000001,0.9223,2.3301,2.4144,0.1726,0.046,0.0177,0.0013,0.0018,0.001,0.015300000000000001,0.015300000000000001,0.0197,0.015,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-04-29 10:09:00,5,5e-4,5e-4,2.9926999999999997,3.5144,1.0212,1.0286,0.021,0.0145,6.6598999999999995,6.838100000000001,1.0259,0.9084,2.406,2.453,0.2738,0.0337,0.0723,0.0064,0.0022,0.0013,0.0157,0.0155,0.0252,0.0166,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-29 10:12:00,6.2,5e-4,5e-4,2.971,3.2844,1.0385,1.0422,0.024300000000000002,0.0147,6.9912,6.710100000000001,1.0346,1.0449000000000002,2.4855,2.4911999999999996,0.6505,0.047799999999999995,0.24930000000000002,0.1402,0.0023,0.0014,0.0161,0.0162,0.0285,0.0238,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-29 10:18:00,8,5e-4,5e-4,3.0279000000000003,3.3276999999999997,1.0440999999999998,1.0432000000000001,0.022600000000000002,0.016,7.0608,6.9841999999999995,1.0492000000000001,1.0359,2.5094000000000003,2.5296999999999996,0.6922,0.0549,0.2772,0.14830000000000002,0.0024,0.0013,0.016300000000000002,0.016300000000000002,0.0289,0.0241,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-04-29 10:24:00,9,5e-4,5e-4,3.0095,3.3468,1.042,1.0560999999999998,0.0185,0.0173,6.8826,6.8742,1.0475,1.0394,2.4954,2.5843000000000003,0.7208,0.0576,0.29969999999999997,0.1661,0.0023,0.0014,0.016399999999999998,0.016399999999999998,0.0288,0.0246,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-04-29 10:28:00,0.1,5e-4,5e-4,2.232,3.1687,0.7908,0.788,0.0546,0.024399999999999998,5.771100000000001,5.7116999999999996,1.3177,1.72,1.7769000000000001,1.8144,0.3932,0.1181,0.07390000000000001,0.0022,0.001,0.001,0.012199999999999999,0.0115,0.0246,0.011,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-04-29 10:40:00,3,5e-4,5e-4,2.1542,3.0467,0.7587,0.7797000000000001,0.0421,0.0237,5.5454,5.6757,1.2823,1.2595999999999998,1.7150999999999998,1.7938,0.3613,0.1123,0.0846,0.0014,0.001,0.001,0.0119,0.011800000000000001,0.0218,0.0116,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-04-29 10:53:00,0.1,7e-4,7e-4,3.5005,3.7742,0.9362999999999999,0.9354,0.0897,0.0209,10.8155,10.7926,1.0877999999999999,1.0912,2.6446,2.6391,0.1212,0.01,0.0222,0.0086,0.001,0.001,0.0176,0.0172,0.0219,0.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
BVR,50,2024-04-29 10:56:00,6,5e-4,5e-4,2.1793,2.5496,0.7623,0.7745,0.0294,0.020300000000000002,5.5617,5.536,1.3465,1.3532,1.7522,1.7943,0.372,0.11,0.1177,0.022699999999999998,0.001,0.001,0.0121,0.0121,0.0248,0.018,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-04-29 11:08:00,9,5e-4,5e-4,2.1698000000000004,2.5636,0.786,0.8111,0.0263,0.0219,5.6362,5.713,1.3815,1.4382000000000001,1.8303,1.8838,1.8837000000000002,0.8387,0.4716,0.5118,0.001,0.001,0.013,0.013099999999999999,0.0466,0.038799999999999994,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-04-29 12:00:00,0.1,5e-4,5e-4,3.1023,3.1181,1.9301,1.9213,0.08170000000000001,0.018600000000000002,6.9153,6.8146,1.1485999999999998,1.1573,6.070399999999999,6.1845,0.5558,0.2073,0.0634,0.0253,0.0027,0.0015,0.0265,0.027100000000000003,0.025,0.0237,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-06 10:16:00,0.1,5e-4,5e-4,2.2938,2.8315,0.7902,0.7758999999999999,0.0417,0.02,5.7317,5.5933,1.3745,1.2658,1.6887,1.6442999999999999,0.32489999999999997,0.1316,0.0528,0.0026,0.001,0.001,0.0116,0.0109,0.019399999999999997,0.0087,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-06 10:32:00,3,5e-4,5e-4,2.2265,3.1015,0.786,0.8041,0.028,0.0149,5.497,5.5891,1.3387,1.2132,1.7196,1.7772999999999999,0.2445,0.0762,0.0544,0.0016,0.001,0.001,0.0119,0.0116,0.0206,0.0111,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-06 10:44:00,6,5e-4,5e-4,2.2331999999999996,2.6259,0.7905,0.8054,0.0217,0.020399999999999998,5.4906999999999995,5.511100000000001,1.3825999999999998,1.4270999999999998,1.7046,1.7542,0.3008,0.07859999999999999,0.12940000000000002,0.037899999999999996,0.001,0.001,0.0119,0.012,0.0242,0.0185,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-06 11:00:00,9,5e-4,5e-4,2.2211,2.5724,0.8085,0.8186,0.0235,0.0178,5.613300000000001,5.6242,1.4355,1.4554,1.794,1.8351,2.0356,1.4109,0.6397,0.5886,0.001,0.001,0.0125,0.0127,0.0419,0.036,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-05-06 12:00:00,0.1,5e-4,5e-4,3.1759,3.4989,1.8485,1.8449,0.0658,0.015099999999999999,7.4118,7.3778999999999995,1.1222999999999999,1.1527,5.707199999999999,5.8705,0.39289999999999997,0.046,0.0581,0.022600000000000002,0.0023,0.0011,0.0237,0.023899999999999998,0.02,0.0179,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 12:00:00,0.1,5e-4,5e-4,3.1058000000000003,3.3593,1.0491,1.0565,0.0152,0.015,7.1822,7.061,0.9594,0.9991,2.3322,2.4104,0.2704,0.0727,0.019600000000000003,0.0038,0.0012,0.0015,0.015099999999999999,0.0154,0.016,0.0165,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 12:00:00,1.6,5e-4,5e-4,3.1321,3.354,1.0535999999999999,1.0486,0.019,0.0154,7.1466,7.1086,0.9712999999999999,0.994,2.3193,2.3545,0.22569999999999998,0.0675,0.0185,0.0025,0.0015,0.0012,0.015300000000000001,0.0149,0.016300000000000002,0.014,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 12:00:00,3.8,5e-4,5e-4,3.111,3.3796,1.0355999999999999,1.0305,0.018600000000000002,0.0249,7.024100000000001,6.9155,0.9965,1.0549000000000002,2.3095,2.3129,0.1958,0.0503,0.0185,0.0023,0.0018,0.0022,0.0149,0.0147,0.0174,0.0161,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 12:00:00,5,5e-4,5e-4,3.0944000000000003,3.2568,1.0531,1.0643,0.027600000000000003,0.016300000000000002,7.084899999999999,7.1292,1.1145999999999998,1.1057000000000001,2.412,2.4436999999999998,0.617,0.0805,0.2377,0.1433,0.0031,0.0014,0.0157,0.0158,0.0273,0.0247,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 12:00:00,6.2,5e-4,5e-4,3.2495,3.2555,1.1416,1.055,0.001,0.0145,7.4956000000000005,7.0554,1.1624,1.1075,2.5788,2.424,0.01,0.0362,5e-4,0.1866,0.001,0.0013,0.0167,0.016,0.0193,0.0257,1,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
FCR,50,2024-05-06 12:00:00,8,5e-4,5e-4,3.0406999999999997,3.318,1.0535999999999999,1.0809000000000002,0.0179,0.0132,7.1405,7.1968000000000005,1.0843,1.1245999999999998,2.4253,2.477,0.7714,0.0444,0.30810000000000004,0.2196,0.0022,0.0014,0.0157,0.0161,0.0287,0.0272,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-06 12:00:00,9,5e-4,5e-4,3.0195,3.3379000000000003,1.052,1.0627,0.0201,0.0247,7.139399999999999,7.0812,1.0876,1.156,2.4394,2.4831999999999996,0.8854,0.0724,0.3561,0.2376,0.0023,0.0019,0.0158,0.016,0.03,0.0282,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,100,2024-05-06 12:00:00,0.1,7e-4,7e-4,3.6407,4.4483999999999995,0.9951,1.0254,0.0694,0.018699999999999998,11.3092,11.338299999999998,1.1997,1.1567,2.6727,2.7651999999999997,0.09190000000000001,0.01,0.0193,0.0070999999999999995,0.001,0.001,0.0174,0.0175,0.019899999999999998,0.0155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
FCR,50,2024-05-13 10:22:00,0.1,5e-4,5e-4,3.1441,3.2756,1.0515,1.0577999999999999,0.0216,0.0179,7.3933,7.4639,0.9512999999999999,1.5191,2.3775999999999997,2.3735,0.32030000000000003,0.09459999999999999,0.0235,0.0068,0.0018,0.002,0.015300000000000001,0.015300000000000001,0.0165,0.0179,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-13 10:35:00,1.6,5e-4,5e-4,3.1191999999999998,3.1954000000000002,1.0442,1.0468,0.020300000000000002,0.0158,7.4044,7.4103,0.9509,1.2205,2.3672,2.3512,0.3157,0.1055,0.023100000000000002,0.0033,0.0013,0.0012,0.015300000000000001,0.015300000000000001,0.0165,0.0176,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-13 10:44:00,0.1,5e-4,5e-4,2.3327,2.3981999999999997,0.7942,0.7474,0.053,0.0223,5.745,5.7466,1.4075,1.4079000000000002,1.7254,1.5359,0.3167,0.1596,0.0395,0.004900000000000001,0.001,0.001,0.011699999999999999,0.0111,0.018,0.015300000000000001,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-13 10:48:00,3.8,5e-4,5e-4,3.0654,3.0641,1.0172999999999999,0.9959,0.0193,0.0048,6.9638,6.8099,1.0292000000000001,2.0973,2.2696,2.227,0.19540000000000002,0.0277,0.028399999999999998,0.0031,0.0024,0.002,0.0147,0.0146,0.020399999999999998,0.0217,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-13 10:58:00,3,5e-4,5e-4,2.2791,2.2995,0.8066,0.7845,0.039200000000000006,0.019899999999999998,5.6709,5.7237,1.3705999999999998,1.3631,1.7506,1.6885,0.2936,0.1105,0.0476,0.009800000000000001,0.001,0.001,0.0121,0.0119,0.0213,0.0247,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-13 11:02:00,5,5e-4,5e-4,3.1838,3.1205,1.0803,1.0646,0.0264,0.0141,7.4146,7.4325,1.8135999999999999,1.6795,2.488,2.4613,0.7285,0.0489,0.2695,0.2089,0.0031,0.0012,0.0161,0.016,0.0291,0.027399999999999997,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-13 11:11:00,6.2,5e-4,5e-4,3.0678,3.0939,1.0597999999999999,1.0697999999999999,0.0246,0.0162,7.4152,7.4082,1.0775,1.0836,2.4604,2.4573,1.0304,0.0432,0.3944,0.2285,0.0024,0.0014,0.0161,0.016,0.030199999999999998,0.0288,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-05-13 11:18:00,6,5e-4,5e-4,2.1665,2.1936,0.7716000000000001,0.7761,0.0241,0.0162,5.4075,5.4431,1.3916,1.3957,1.7017,1.7041,0.2641,0.0851,0.1527,0.081,0.001,0.001,0.012,0.0121,0.0257,0.026199999999999998,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-05-13 11:30:00,9,5e-4,5e-4,2.2523,2.2149,0.8225,0.8145,0.0248,0.0157,5.7249,5.6615,1.4957,1.4214,1.8607,1.8165,3.149,2.8897,0.8917999999999999,0.873,0.001,0.001,0.0134,0.0134,0.048600000000000004,0.0489,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-05-13 11:32:00,8,5e-4,5e-4,3.0949,3.0781,1.083,1.0757,0.0205,0.0132,7.551699999999999,7.3943,1.1509,1.145,2.539,2.4859,1.0026,0.0517,0.4001,0.313,0.0025,0.0016,0.0165,0.016300000000000002,0.032,0.0313,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-05-13 11:40:00,9,5e-4,5e-4,3.0443000000000002,3.0629,1.0677999999999999,1.0757,0.019600000000000003,0.014199999999999999,7.4384,7.4156,1.102,1.1052,2.498,2.5019,1.068,0.0516,0.43119999999999997,0.3427,0.0023,0.0014,0.016300000000000002,0.016399999999999998,0.0329,0.0316,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
